State,Postcode,Associated residential areas,Reporting Year,Age group,Percent fully immunised (%),Interpret with caution  (#)
QLD,4852,"Wongaling Beach, South Mission Beach, Mission Beach, Bingil Bay, Carmoo and 5 others",2011Ð12,1 year,92.5-94.9,#
QLD,4854,"Tully, Tully Heads, Feluga, Dingo Pocket, East Feluga and 20 others",2011Ð12,1 year,90.0-92.4,#
QLD,4860,"East Innisfail, Innisfail Estate, Innisfail, Belvedere, South Innisfail and 32 others",2011Ð12,1 year,85.0-89.9,
QLD,4865,"Gordonvale, Goldsborough, Green Hill, Little Mulgrave, Kamma and 1 other",2011Ð12,1 year,92.5-94.9,
QLD,4868,"Mount Sheridan, Woree, Bayview Heights, White Rock",2011Ð12,1 year,90.0-92.4,
QLD,4869,"Edmonton, Bentley Park, Wrights Creek, Mount Peter",2011Ð12,1 year,90.0-92.4,
QLD,4870,"Redlynch, Cairns, Mooroobool, Manoora, Brinsmead and 19 others",2011Ð12,1 year,85.0-89.9,
QLD,4871,"Yarrabah, Julatten, Kurrimine Beach, Wangan, Croydon and 66 others",2011Ð12,1 year,95.0-100.0,
QLD,4872,"Dimbulah, Kairi, Walkamin, Mount Garnet, Innot Hot Springs and 17 others",2011Ð12,1 year,90.0-92.4,#
QLD,4873,"Mossman, Rocky Point, Cooya Beach, Miallo, Whyanbeel and 24 others",2011Ð12,1 year,92.5-94.9,#
QLD,4874,"Mission River, Trunding, Nanum, Mapoon, Shelburne and 7 others",2011Ð12,1 year,90.0-92.4,#
QLD,4875,"Thursday Island, Badu Island, Saibai Island, Moa Island, Mabuiag Island and 12 others",2011Ð12,1 year,95.0-100.0,
QLD,4876,"Bamaga, Injinoo, New Mapoon, Umagico, Seisia",2011Ð12,1 year,80.0-84.9,#
QLD,4877,"Port Douglas, Craiglie, Mowbray, Oak Beach, Killaloe and 1 other",2011Ð12,1 year,85.0-89.9,#
QLD,4878,"Smithfield, Yorkeys Knob, Holloways Beach, Caravonica, Machans Beach and 1 other",2011Ð12,1 year,90.0-92.4,
QLD,4879,"Kewarra Beach, Trinity Beach, Clifton Beach, Trinity Park, Palm Cove and 1 other",2011Ð12,1 year,92.5-94.9,
QLD,4880,"Mareeba, Biboohra, Chewko, Paddys Green, Arriga and 1 other",2011Ð12,1 year,85.0-89.9,
QLD,4881,"Kuranda, Speewah, Koah, Mona Mona",2011Ð12,1 year,75.0-79.9,#
QLD,4882,Tolga,2011Ð12,1 year,95.0-100.0,#
QLD,4883,"Atherton, Upper Barron, East Barron, Wongabel, Carrington",2011Ð12,1 year,80.0-84.9,
QLD,4885,"Malanda, Tarzali, Peeramon, Topaz, Kureen and 4 others",2011Ð12,1 year,85.0-89.9,#
QLD,4888,"Ravenshoe, Millstream, Kaban, Evelyn, Tumoulin",2011Ð12,1 year,90.0-92.4,#
QLD,4890,"Normanton, Howitt",2011Ð12,1 year,80.0-84.9,#
QLD,4895,"Cooktown, Hope Vale, Bloomfield, Wujal Wujal, Ayton and 3 others",2011Ð12,1 year,90.0-92.4,#
SA,5000,Adelaide,2011Ð12,1 year,85.0-89.9,#
SA,5006,North Adelaide,2011Ð12,1 year,85.0-89.9,#
SA,5007,"Brompton, West Hindmarsh, Welland, Bowden, Hindmarsh",2011Ð12,1 year,85.0-89.9,#
SA,5008,"West Croydon, Croydon Park, Renown Park, Croydon, Ridleyton and 2 others",2011Ð12,1 year,90.0-92.4,
SA,5009,"Allenby Gardens, Kilkenny, Beverley",2011Ð12,1 year,90.0-92.4,#
SA,5010,"Ferryden Park, Angle Park, Regency Park",2011Ð12,1 year,92.5-94.9,#
SA,5011,"Woodville South, Woodville West, Woodville, Woodville Park, St Clair",2011Ð12,1 year,92.5-94.9,
SA,5012,"Mansfield Park, Woodville Gardens, Woodville North, Athol Park",2011Ð12,1 year,90.0-92.4,
SA,5013,"Pennington, Rosewater, Ottoway, Wingfield, Gillman and 1 other",2011Ð12,1 year,85.0-89.9,
SA,5014,"Royal Park, Cheltenham, Alberton, Queenstown, Albert Park and 1 other",2011Ð12,1 year,90.0-92.4,
SA,5015,"Birkenhead, Port Adelaide, Ethelton, New Port, Glanville",2011Ð12,1 year,90.0-92.4,#
SA,5016,"Largs Bay, Largs North, Peterhead",2011Ð12,1 year,92.5-94.9,#
SA,5017,"Taperoo, Osborne",2011Ð12,1 year,90.0-92.4,#
SA,5018,"North Haven, Outer Harbor",2011Ð12,1 year,90.0-92.4,#
SA,5019,"Semaphore Park, Semaphore, Exeter, Semaphore South",2011Ð12,1 year,90.0-92.4,#
SA,5021,West Lakes,2011Ð12,1 year,90.0-92.4,#
SA,5022,"Grange, Henley Beach, Henley Beach South, Tennyson",2011Ð12,1 year,90.0-92.4,
SA,5023,"Seaton, Findon",2011Ð12,1 year,90.0-92.4,
SA,5024,"Fulham Gardens, West Beach, Fulham",2011Ð12,1 year,92.5-94.9,
SA,5025,"Flinders Park, Kidman Park",2011Ð12,1 year,90.0-92.4,#
SA,5031,"Mile End, Torrensville, Thebarton, Mile End South",2011Ð12,1 year,92.5-94.9,
SA,5032,"Lockleys, Brooklyn Park, Underdale",2011Ð12,1 year,85.0-89.9,
SA,5033,"Richmond, Marleston, Cowandilla, West Richmond, Hilton",2011Ð12,1 year,90.0-92.4,#
SA,5034,"Goodwood, Clarence Park, Millswood, Wayville, Kings Park",2011Ð12,1 year,90.0-92.4,
SA,5035,"Black Forest, Forestville, Everard Park, Ashford, Keswick and 1 other",2011Ð12,1 year,92.5-94.9,#
SA,5037,"North Plympton, Glandore, Kurralta Park, Netley",2011Ð12,1 year,90.0-92.4,#
SA,5038,"Plympton, South Plympton, Camden Park, Plympton Park",2011Ð12,1 year,90.0-92.4,
SA,5039,"Edwardstown, Clarence Gardens, Melrose Park",2011Ð12,1 year,85.0-89.9,
SA,5041,"Colonel Light Gardens, Westbourne Park, Cumberland Park, Daw Park, Panorama",2011Ð12,1 year,92.5-94.9,
SA,5042,"Clovelly Park, Pasadena, St Marys, Bedford Park, Flinders University and 1 other",2011Ð12,1 year,85.0-89.9,
SA,5043,"Mitchell Park, Marion, Ascot Park, Morphettville, Park Holme",2011Ð12,1 year,95.0-100.0,
SA,5044,"Somerton Park, Glengowrie",2011Ð12,1 year,92.5-94.9,#
SA,5045,"Glenelg North, Glenelg East, Glenelg, Glenelg South",2011Ð12,1 year,85.0-89.9,
SA,5046,"Warradale, Oaklands Park, Warradale North",2011Ð12,1 year,90.0-92.4,#
SA,5047,"Seacombe Gardens, Sturt, Seacombe Heights, Darlington",2011Ð12,1 year,85.0-89.9,
SA,5048,"Brighton, Hove, Dover Gardens, South Brighton, North Brighton",2011Ð12,1 year,95.0-100.0,
SA,5049,"Seaview Downs, Seacliff Park, Marino, Seacliff, Kingston Park",2011Ð12,1 year,92.5-94.9,
SA,5050,"Eden Hills, Bellevue Heights",2011Ð12,1 year,90.0-92.4,#
SA,5051,"Coromandel Valley, Blackwood, Hawthorndene, Craigburn Farm",2011Ð12,1 year,92.5-94.9,
SA,5052,"Belair, Glenalta",2011Ð12,1 year,90.0-92.4,#
SA,5061,"Unley, Malvern, Hyde Park, Unley Park",2011Ð12,1 year,85.0-89.9,
SA,5062,"Torrens Park, Kingswood, Hawthorn, Lower Mitcham, Mitcham and 5 others",2011Ð12,1 year,92.5-94.9,
SA,5063,"Parkside, Fullarton, Highgate, Frewville, Eastwood",2011Ð12,1 year,95.0-100.0,
SA,5064,"Myrtle Bank, Glen Osmond, Glenunga, St Georges, Urrbrae and 1 other",2011Ð12,1 year,80.0-84.9,#
SA,5065,"Toorak Gardens, Glenside, Linden Park, Dulwich, Tusmore",2011Ð12,1 year,85.0-89.9,#
SA,5066,"Burnside, Beaumont, Hazelwood Park, Wattle Park, Stonyfell and 2 others",2011Ð12,1 year,90.0-92.4,#
SA,5067,"Norwood, Beulah Park, Rose Park, Kent Town, Norwood South",2011Ð12,1 year,80.0-84.9,#
SA,5068,"Kensington Park, Kensington Gardens, Kensington, Leabrook, St Morris and 3 others",2011Ð12,1 year,90.0-92.4,
SA,5069,"St Peters, Maylands, Evandale, Stepney, College Park and 1 other",2011Ð12,1 year,95.0-100.0,#
SA,5070,"Marden, Felixstow, Payneham, Glynde, Payneham South and 3 others",2011Ð12,1 year,92.5-94.9,
SA,5072,"Magill, Rosslyn Park, Teringie, Woodforde, Auldana and 3 others",2011Ð12,1 year,90.0-92.4,
SA,5073,"Rostrevor, Tranmere, Hectorville, Tranmere North",2011Ð12,1 year,85.0-89.9,
SA,5074,"Campbelltown, Newton",2011Ð12,1 year,95.0-100.0,
SA,5075,"Paradise, Dernancourt",2011Ð12,1 year,95.0-100.0,#
SA,5076,"Athelstone, Castambul",2011Ð12,1 year,85.0-89.9,#
SA,5081,"Walkerville, Vale Park, Gilberton, Collinswood, Medindie and 1 other",2011Ð12,1 year,95.0-100.0,#
SA,5082,"Prospect, Fitzroy, Ovingham, Prospect East, Thorngate",2011Ð12,1 year,92.5-94.9,
SA,5083,"Broadview, Nailsworth, Sefton Park",2011Ð12,1 year,95.0-100.0,#
SA,5084,"Kilburn, Blair Athol, Kilburn North",2011Ð12,1 year,85.0-89.9,
SA,5085,"Enfield, Northfield, Northgate, Clearview, Lightsview",2011Ð12,1 year,95.0-100.0,
SA,5086,"Oakden, Gilles Plains, Hillcrest, Greenacres, Hampstead Gardens and 1 other",2011Ð12,1 year,95.0-100.0,
SA,5087,"Klemzig, Windsor Gardens",2011Ð12,1 year,85.0-89.9,
SA,5088,Holden Hill,2011Ð12,1 year,75.0-79.9,#
SA,5089,Highbury,2011Ð12,1 year,95.0-100.0,#
SA,5090,Hope Valley,2011Ð12,1 year,90.0-92.4,#
SA,5091,"Banksia Park, Tea Tree Gully, Vista",2011Ð12,1 year,90.0-92.4,#
SA,5092,"Modbury North, Modbury Heights, Modbury",2011Ð12,1 year,95.0-100.0,
SA,5093,"Valley View, Para Vista",2011Ð12,1 year,95.0-100.0,
SA,5095,"Mawson Lakes, Pooraka",2011Ð12,1 year,95.0-100.0,
SA,5096,"Para Hills, Gulfview Heights, Para Hills West",2011Ð12,1 year,95.0-100.0,
SA,5097,"Redwood Park, St Agnes, Ridgehaven",2011Ð12,1 year,90.0-92.4,
SA,5098,"Ingle Farm, Walkley Heights",2011Ð12,1 year,92.5-94.9,
SA,5107,"Parafield Gardens, Green Fields",2011Ð12,1 year,90.0-92.4,
SA,5108,"Paralowie, Salisbury North, Salisbury, Salisbury Downs",2011Ð12,1 year,90.0-92.4,
SA,5109,"Salisbury East, Salisbury Heights, Brahma Lodge, Salisbury Park, Salisbury Plain",2011Ð12,1 year,90.0-92.4,
SA,5110,"Burton, Waterloo Corner, Globe Derby Park, Bolivar, Direk and 1 other",2011Ð12,1 year,95.0-100.0,
SA,5112,"Elizabeth, Hillbank, Elizabeth East, Elizabeth Vale, Elizabeth South and 1 other",2011Ð12,1 year,85.0-89.9,
SA,5113,"Davoren Park, Elizabeth Downs, Elizabeth Park, Elizabeth North, Davoren Park South and 1 other",2011Ð12,1 year,85.0-89.9,
SA,5114,"Craigmore, Andrews Farm, Blakeview, Smithfield Plains, Smithfield and 7 others",2011Ð12,1 year,90.0-92.4,
SA,5115,"Munno Para West, Munno Para, Kudla, Munno Para Downs",2011Ð12,1 year,92.5-94.9,
SA,5116,"Evanston Park, Evanston, Evanston Gardens, Hillier, Evanston South",2011Ð12,1 year,92.5-94.9,
SA,5117,Angle Vale,2011Ð12,1 year,95.0-100.0,#
SA,5118,"Gawler, Willaston, Hewett, Gawler East, Gawler South and 11 others",2011Ð12,1 year,92.5-94.9,
SA,5120,"Virginia, Buckland Park",2011Ð12,1 year,90.0-92.4,#
SA,5125,"Golden Grove, Greenwith, Golden Grove Village",2011Ð12,1 year,92.5-94.9,
SA,5126,"Fairview Park, Surrey Downs, Yatala Vale",2011Ð12,1 year,92.5-94.9,
SA,5127,Wynn Vale,2011Ð12,1 year,92.5-94.9,#
SA,5152,"Stirling, Crafers, Crafers West, Cleland",2011Ð12,1 year,90.0-92.4,#
SA,5153,"Macclesfield, Mylor, Echunga, Heathfield, Ironbank and 8 others",2011Ð12,1 year,85.0-89.9,#
SA,5154,Aldgate,2011Ð12,1 year,90.0-92.4,#
SA,5155,"Bridgewater, Mount George",2011Ð12,1 year,85.0-89.9,#
SA,5158,"Hallett Cove, Sheidow Park, Trott Park, O'Halloran Hill",2011Ð12,1 year,95.0-100.0,
SA,5159,"Happy Valley, Aberfoyle Park, Flagstaff Hill, Chandlers Hill",2011Ð12,1 year,92.5-94.9,
SA,5161,"Reynella, Old Reynella, Reynella East",2011Ð12,1 year,95.0-100.0,
SA,5162,"Morphett Vale, Woodcroft",2011Ð12,1 year,95.0-100.0,
SA,5163,"Hackham, Huntfield Heights, Hackham West, Onkaparinga Hills",2011Ð12,1 year,95.0-100.0,
SA,5164,Christie Downs,2011Ð12,1 year,95.0-100.0,#
SA,5165,"Christies Beach, Christies Beach North",2011Ð12,1 year,90.0-92.4,#
SA,5167,"Port Noarlunga, Port Noarlunga South",2011Ð12,1 year,85.0-89.9,#
SA,5168,"Noarlunga Downs, Old Noarlunga",2011Ð12,1 year,90.0-92.4,#
SA,5169,"Seaford Rise, Seaford, Moana, Seaford Meadows, Seaford Heights",2011Ð12,1 year,95.0-100.0,
SA,5171,"McLaren Vale, McLaren Flat, Blewitt Springs, Tatachilla",2011Ð12,1 year,90.0-92.4,#
SA,5172,"Willunga, Willunga Hill, Willunga South, Whites Valley, Dingabledinga and 7 others",2011Ð12,1 year,80.0-84.9,#
SA,5173,"Aldinga Beach, Port Willunga, Aldinga",2011Ð12,1 year,90.0-92.4,
SA,5174,"Sellicks Beach, Sellicks Hill",2011Ð12,1 year,85.0-89.9,#
SA,5211,"Encounter Bay, Victor Harbor, McCracken, Hayborough, Inman Valley and 6 others",2011Ð12,1 year,90.0-92.4,
SA,5214,"Goolwa, Goolwa Beach, Hindmarsh Island, Goolwa South, Goolwa North and 3 others",2011Ð12,1 year,90.0-92.4,#
SA,5223,"Kingscote, Nepean Bay, Vivonne Bay, Menzies, Brownlow Ki and 24 others",2011Ð12,1 year,92.5-94.9,#
SA,5238,"Mannum, Nildottie, Walker Flat, Younghusband, Port Mannum and 24 others",2011Ð12,1 year,85.0-89.9,#
SA,5241,Lobethal,2011Ð12,1 year,85.0-89.9,#
SA,5244,"Woodside, Mount Torrens, Charleston, Harrogate, Inverbrackie",2011Ð12,1 year,80.0-84.9,#
SA,5245,"Hahndorf, Verdun, Paechtown",2011Ð12,1 year,80.0-84.9,#
SA,5250,"Littlehampton, Blakiston, Totness",2011Ð12,1 year,95.0-100.0,#
SA,5251,"Mount Barker, Mount Barker Springs, Wistow, Bugle Ranges, Mount Barker Junction and 1 other",2011Ð12,1 year,92.5-94.9,
SA,5252,"Nairne, Kanmantoo, Brukunga, Dawesley, Hay Valley and 1 other",2011Ð12,1 year,90.0-92.4,#
SA,5253,"Murray Bridge, Murray Bridge East, Riverglades, Woods Point, Sunnyside and 19 others",2011Ð12,1 year,85.0-89.9,
SA,5255,"Strathalbyn, Langhorne Creek, Highland Valley, Woodchester, Tooperang and 14 others",2011Ð12,1 year,85.0-89.9,#
SA,5267,"Keith, Sherwood, Willalooka, Brimbago, Coombe and 7 others",2011Ð12,1 year,95.0-100.0,#
SA,5268,"Bordertown, Western Flat, Bangham, Bordertown South, Cannawigara and 3 others",2011Ð12,1 year,95.0-100.0,#
SA,5271,"Naracoorte, Joanna, Wild Dog Valley, Padthaway, Lochaber and 13 others",2011Ð12,1 year,92.5-94.9,
SA,5277,"Penola, Nangwarry, Tarpeena, Comaum, Glenroy and 3 others",2011Ð12,1 year,95.0-100.0,#
SA,5280,"Millicent, Wattle Range, Beachport, Tantanoola, Hatherleigh and 11 others",2011Ð12,1 year,90.0-92.4,#
SA,5290,Mount Gambier,2011Ð12,1 year,92.5-94.9,
SA,5291,"Port Macdonnell, Moorak, Worrolong, Glencoe, Yahl and 28 others",2011Ð12,1 year,85.0-89.9,#
SA,5330,"Waikerie, Taylorville, Boolgun, Devlins Pound, Good Hope Landing and 12 others",2011Ð12,1 year,92.5-94.9,#
SA,5333,"Loxton, Loxton North, New Residence, Bookpurnong, Pata and 2 others",2011Ð12,1 year,95.0-100.0,#
SA,5341,"Renmark, Renmark West, Renmark South, Renmark North, Cooltong and 5 others",2011Ð12,1 year,90.0-92.4,#
SA,5343,"Berri, Lyrup, Winkie, Gerard, Gurra Gurra and 1 other",2011Ð12,1 year,95.0-100.0,#
SA,5345,"Barmera, Loveday, Spectacle Lake",2011Ð12,1 year,85.0-89.9,#
SA,5351,"Williamstown, Lyndoch, Cockatoo Valley, Mount Crawford, Altona and 2 others",2011Ð12,1 year,85.0-89.9,#
SA,5352,"Tanunda, Bethany, Gomersal, Krondorf, Rowland Flat and 2 others",2011Ð12,1 year,95.0-100.0,#
SA,5353,"Angaston, Keyneton, Cambrai, Moculta, Penrice and 8 others",2011Ð12,1 year,95.0-100.0,#
SA,5355,"Nuriootpa, Stockwell, Marananga, Light Pass, Moppa and 3 others",2011Ð12,1 year,95.0-100.0,#
SA,5373,"Kapunda, Allendale North, Bagot Well, Bethel, Fords and 3 others",2011Ð12,1 year,95.0-100.0,#
SA,5453,"Clare, Sevenhill, Armagh, Stanley Flat, Barinia and 11 others",2011Ð12,1 year,95.0-100.0,#
SA,5461,"Balaklava, Halbury, Whitwarta, Bowillia, Dalkey and 8 others",2011Ð12,1 year,95.0-100.0,#
SA,5501,"Lewiston, Two Wells, Lower Light, Windsor, Thompson Beach and 9 others",2011Ð12,1 year,92.5-94.9,#
SA,5523,"Crystal Brook, Wandearah East, Beetaloo Valley, Clements Gap, Huddleston and 5 others",2011Ð12,1 year,85.0-89.9,#
SA,5540,"Port Pirie, Risdon Park, Solomontown, Port Pirie South, Port Pirie West and 10 others",2011Ð12,1 year,95.0-100.0,
SA,5554,"Kadina, New Town, Jerusalem, Wallaroo Mines, Boors Plain and 5 others",2011Ð12,1 year,90.0-92.4,#
SA,5556,"Wallaroo, North Beach, Warburto, Wallaroo Plain",2011Ð12,1 year,95.0-100.0,#
SA,5558,"Moonta Bay, Moonta, North Moonta, Port Hughes, Moonta Mines and 9 others",2011Ð12,1 year,85.0-89.9,#
SA,5573,"Maitland, Port Victoria, Balgowan, Wauraltee, Point Pearce and 5 others",2011Ð12,1 year,95.0-100.0,#
SA,5575,"Minlaton, Wool Bay, Corny Point, Point Turton, Marion Bay and 8 others",2011Ð12,1 year,92.5-94.9,#
SA,5600,"Whyalla, Whyalla Playford",2011Ð12,1 year,92.5-94.9,#
SA,5606,"Port Lincoln, Port Lincoln South, Wedge Island",2011Ð12,1 year,92.5-94.9,
SA,5608,"Whyalla Stuart, Whyalla Norrie, Mullaquana, Whyalla Norrie East, Whyalla Norrie North",2011Ð12,1 year,85.0-89.9,
SA,5690,"Ceduna, Thevenard, Denial Bay, Penong, Yalata and 20 others",2011Ð12,1 year,90.0-92.4,#
SA,5700,"Port Augusta, Port Augusta West, Commissariat Point, Wami Kata, Port Paterson and 7 others",2011Ð12,1 year,80.0-84.9,
SA,5723,"Coober Pedy, Allandale Station, Anna Creek, Arckaringa, Evelyn Downs and 9 others",2011Ð12,1 year,90.0-92.4,#
SA,5725,"Roxby Downs, Olympic Dam, Roxby Downs Station",2011Ð12,1 year,92.5-94.9,#
WA,6000,Perth,2011Ð12,1 year,70.0-74.9,#
WA,6003,"Highgate, Northbridge",2011Ð12,1 year,95.0-100.0,#
WA,6004,East Perth,2011Ð12,1 year,92.5-94.9,#
WA,6005,"West Perth, Kings Park",2011Ð12,1 year,85.0-89.9,#
WA,6006,North Perth,2011Ð12,1 year,85.0-89.9,
WA,6007,"West Leederville, Leederville",2011Ð12,1 year,92.5-94.9,#
WA,6008,"Subiaco, Shenton Park, Daglish, Subiaco East",2011Ð12,1 year,90.0-92.4,
WA,6009,"Nedlands, Dalkeith, Crawley",2011Ð12,1 year,85.0-89.9,
WA,6010,"Claremont, Mount Claremont, Swanbourne, Karrakatta",2011Ð12,1 year,85.0-89.9,
WA,6011,"Cottesloe, Peppermint Grove",2011Ð12,1 year,80.0-84.9,#
WA,6012,Mosman Park,2011Ð12,1 year,90.0-92.4,#
WA,6014,"Wembley, Floreat, Jolimont",2011Ð12,1 year,90.0-92.4,
WA,6015,City Beach,2011Ð12,1 year,85.0-89.9,#
WA,6016,"Mount Hawthorn, Glendalough",2011Ð12,1 year,95.0-100.0,
WA,6017,"Osborne Park, Herdsman",2011Ð12,1 year,95.0-100.0,#
WA,6018,"Karrinyup, Innaloo, Doubleview, Woodlands, Gwelup and 1 other",2011Ð12,1 year,85.0-89.9,
WA,6019,"Scarborough, Wembley Downs",2011Ð12,1 year,90.0-92.4,
WA,6020,"Sorrento, Carine, North Beach, Marmion, Watermans Bay",2011Ð12,1 year,85.0-89.9,
WA,6021,"Balcatta, Stirling",2011Ð12,1 year,90.0-92.4,
WA,6022,Hamersley,2011Ð12,1 year,92.5-94.9,#
WA,6023,Duncraig,2011Ð12,1 year,92.5-94.9,
WA,6024,"Greenwood, Warwick",2011Ð12,1 year,92.5-94.9,
WA,6025,"Hillarys, Padbury, Craigie, Kallaroo",2011Ð12,1 year,90.0-92.4,
WA,6026,"Kingsley, Woodvale",2011Ð12,1 year,92.5-94.9,
WA,6027,"Joondalup, Ocean Reef, Heathridge, Mullaloo, Edgewater and 2 others",2011Ð12,1 year,90.0-92.4,
WA,6028,"Kinross, Currambine, Iluka, Burns Beach",2011Ð12,1 year,92.5-94.9,
WA,6029,Trigg,2011Ð12,1 year,85.0-89.9,#
WA,6030,"Clarkson, Quinns Rocks, Mindarie, Merriwa, Ridgewood and 1 other",2011Ð12,1 year,85.0-89.9,
WA,6031,"Carramar, Banksia Grove, Neerabup",2011Ð12,1 year,90.0-92.4,
WA,6035,Yanchep,2011Ð12,1 year,90.0-92.4,#
WA,6036,"Butler, Jindalee",2011Ð12,1 year,85.0-89.9,
WA,6037,Two Rocks,2011Ð12,1 year,85.0-89.9,#
WA,6050,"Mount Lawley, Menora, Coolbinia",2011Ð12,1 year,85.0-89.9,
WA,6051,Maylands,2011Ð12,1 year,85.0-89.9,
WA,6052,"Inglewood, Bedford",2011Ð12,1 year,92.5-94.9,
WA,6053,Bayswater,2011Ð12,1 year,90.0-92.4,
WA,6054,"Bassendean, Lockridge, Eden Hill, Kiara, Ashfield",2011Ð12,1 year,85.0-89.9,
WA,6055,"South Guildford, Caversham, Henley Brook, Guildford, West Swan and 4 others",2011Ð12,1 year,90.0-92.4,
WA,6056,"Swan View, Midland, Stratton, Jane Brook, Helena Valley and 12 others",2011Ð12,1 year,85.0-89.9,
WA,6057,"High Wycombe, Maida Vale",2011Ð12,1 year,90.0-92.4,
WA,6058,Forrestfield,2011Ð12,1 year,90.0-92.4,
WA,6059,Dianella,2011Ð12,1 year,90.0-92.4,
WA,6060,"Yokine, Tuart Hill, Joondanna",2011Ð12,1 year,90.0-92.4,
WA,6061,"Balga, Nollamara, Mirrabooka, Westminster",2011Ð12,1 year,85.0-89.9,
WA,6062,"Morley, Noranda, Embleton",2011Ð12,1 year,90.0-92.4,
WA,6063,"Beechboro, Bennett Springs",2011Ð12,1 year,90.0-92.4,
WA,6064,"Marangaroo, Girrawheen, Alexander Heights, Koondoola",2011Ð12,1 year,90.0-92.4,
WA,6065,"Wanneroo, Tapping, Landsdale, Darch, Hocking and 6 others",2011Ð12,1 year,92.5-94.9,
WA,6066,Ballajura,2011Ð12,1 year,92.5-94.9,
WA,6069,"Ellenbrook, Aveley, The Vines, Brigadoon, Upper Swan and 1 other",2011Ð12,1 year,90.0-92.4,
WA,6070,Darlington,2011Ð12,1 year,80.0-84.9,#
WA,6073,Mundaring,2011Ð12,1 year,92.5-94.9,#
WA,6076,"Lesmurdie, Kalamunda, Gooseberry Hill, Walliston, Carmel and 6 others",2011Ð12,1 year,90.0-92.4,
WA,6081,"Stoneville, Parkerville",2011Ð12,1 year,85.0-89.9,#
WA,6082,"Mount Helena, Bailup",2011Ð12,1 year,85.0-89.9,#
WA,6083,"Gidgegannup, Morangup",2011Ð12,1 year,90.0-92.4,#
WA,6084,"Bullsbrook, Lower Chittering, Chittering",2011Ð12,1 year,95.0-100.0,#
WA,6100,"Victoria Park, Lathlain, Burswood",2011Ð12,1 year,90.0-92.4,
WA,6101,"East Victoria Park, Carlisle, Carlisle North, Carlisle South",2011Ð12,1 year,90.0-92.4,
WA,6102,"Bentley, St James, Bentley South",2011Ð12,1 year,85.0-89.9,
WA,6103,Rivervale,2011Ð12,1 year,85.0-89.9,
WA,6104,"Belmont, Redcliffe, Ascot",2011Ð12,1 year,90.0-92.4,
WA,6105,"Cloverdale, Kewdale",2011Ð12,1 year,85.0-89.9,
WA,6107,"Beckenham, Wilson, Kenwick, Queens Park, Cannington and 2 others",2011Ð12,1 year,85.0-89.9,
WA,6108,Thornlie,2011Ð12,1 year,85.0-89.9,
WA,6109,"Maddington, Orange Grove",2011Ð12,1 year,80.0-84.9,
WA,6110,"Gosnells, Huntingdale, Southern River, Martin",2011Ð12,1 year,90.0-92.4,
WA,6111,"Kelmscott, Roleystone, Camillo, Champion Lakes, Karragullen and 3 others",2011Ð12,1 year,85.0-89.9,
WA,6112,"Armadale, Seville Grove, Harrisdale, Mount Nasura, Piara Waters and 7 others",2011Ð12,1 year,85.0-89.9,
WA,6122,"Byford, Darling Downs, Cardup, Karrakup",2011Ð12,1 year,95.0-100.0,
WA,6125,"Serpentine, Hopeland, Mardella",2011Ð12,1 year,90.0-92.4,#
WA,6147,"Parkwood, Langford, Lynwood",2011Ð12,1 year,90.0-92.4,
WA,6148,"Riverton, Shelley, Ferndale, Rossmoyne",2011Ð12,1 year,90.0-92.4,
WA,6149,"Leeming, Bull Creek",2011Ð12,1 year,90.0-92.4,
WA,6150,"Winthrop, Bateman, Murdoch",2011Ð12,1 year,80.0-84.9,
WA,6151,"South Perth, Kensington",2011Ð12,1 year,90.0-92.4,
WA,6152,"Como, Manning, Salter Point, Karawara, Waterford",2011Ð12,1 year,90.0-92.4,
WA,6153,"Applecross, Mount Pleasant, Ardross, Brentwood, Applecross North",2011Ð12,1 year,90.0-92.4,
WA,6154,"Booragoon, Alfred Cove, Myaree",2011Ð12,1 year,85.0-89.9,
WA,6155,"Canning Vale, Willetton",2011Ð12,1 year,92.5-94.9,
WA,6156,"Attadale, Melville, Willagee",2011Ð12,1 year,92.5-94.9,
WA,6157,"Palmyra, Bicton",2011Ð12,1 year,90.0-92.4,
WA,6158,East Fremantle,2011Ð12,1 year,80.0-84.9,#
WA,6159,North Fremantle,2011Ð12,1 year,85.0-89.9,#
WA,6160,Fremantle,2011Ð12,1 year,85.0-89.9,#
WA,6162,"Beaconsfield, South Fremantle, White Gum Valley",2011Ð12,1 year,80.0-84.9,
WA,6163,"Hamilton Hill, Spearwood, Kardinya, Bibra Lake, Coolbellup and 5 others",2011Ð12,1 year,85.0-89.9,
WA,6164,"Atwell, Success, Yangebup, South Lake, Beeliar and 6 others",2011Ð12,1 year,92.5-94.9,
WA,6166,"Coogee, Munster, Wattleup, Henderson",2011Ð12,1 year,85.0-89.9,#
WA,6167,"Parmelia, Bertram, Orelia, Medina, Calista and 8 others",2011Ð12,1 year,85.0-89.9,
WA,6168,"Rockingham, Cooloongup, Hillman, East Rockingham, Peron and 2 others",2011Ð12,1 year,90.0-92.4,
WA,6169,"Waikiki, Warnbro, Safety Bay, Shoalwater",2011Ð12,1 year,90.0-92.4,
