State,Postcode,Associated residential areas,Reporting Year,Age group,Percent fully immunised (%),Interpret with caution  (#)
VIC,3995,"Wonthaggi, North Wonthaggi, Cape Paterson, South Dudley, Wattle Bank and 7 others",2011Ð12,1 year,95.0-100.0,
VIC,3996,"Inverloch, Pound Creek",2011Ð12,1 year,95.0-100.0,#
QLD,4000,"Brisbane City, Spring Hill, Petrie Terrace",2011Ð12,1 year,80.0-84.9,
QLD,4005,"New Farm, Teneriffe",2011Ð12,1 year,92.5-94.9,
QLD,4006,"Fortitude Valley, Herston, Bowen Hills, Newstead",2011Ð12,1 year,95.0-100.0,#
QLD,4007,"Ascot, Hamilton, Hamilton Central",2011Ð12,1 year,90.0-92.4,#
QLD,4010,Albion,2011Ð12,1 year,85.0-89.9,#
QLD,4011,"Clayfield, Hendra",2011Ð12,1 year,90.0-92.4,
QLD,4012,"Nundah, Wavell Heights, Toombul, Wavell Heights North",2011Ð12,1 year,90.0-92.4,
QLD,4013,Northgate,2011Ð12,1 year,95.0-100.0,#
QLD,4014,"Banyo, Nudgee, Virginia, Nudgee Beach",2011Ð12,1 year,92.5-94.9,
QLD,4017,"Bracken Ridge, Brighton, Sandgate, Deagon, Shorncliffe and 1 other",2011Ð12,1 year,90.0-92.4,
QLD,4018,"Taigum, Fitzgibbon",2011Ð12,1 year,92.5-94.9,
QLD,4019,"Clontarf, Margate, Woody Point, Clontarf Beach, Margate Beach",2011Ð12,1 year,85.0-89.9,
QLD,4020,"Redcliffe, Scarborough, Newport, Redcliffe North",2011Ð12,1 year,92.5-94.9,
QLD,4021,Kippa-Ring,2011Ð12,1 year,92.5-94.9,
QLD,4022,Rothwell,2011Ð12,1 year,90.0-92.4,
QLD,4030,"Windsor, Wooloowin, Lutwyche, Kalinga",2011Ð12,1 year,92.5-94.9,
QLD,4031,"Kedron, Gordon Park",2011Ð12,1 year,95.0-100.0,
QLD,4032,"Chermside, Chermside West, Chermside South",2011Ð12,1 year,92.5-94.9,
QLD,4034,"Aspley, Boondall, Carseldine, Zillmere, Geebung",2011Ð12,1 year,90.0-92.4,
QLD,4035,"Albany Creek, Bridgeman Downs",2011Ð12,1 year,95.0-100.0,
QLD,4036,Bald Hills,2011Ð12,1 year,95.0-100.0,
QLD,4037,Eatons Hill,2011Ð12,1 year,92.5-94.9,
QLD,4051,"Alderley, Enoggera, Newmarket, Grange, Wilston and 1 other",2011Ð12,1 year,95.0-100.0,
QLD,4053,"Everton Park, Mitchelton, McDowall, Stafford Heights, Stafford and 1 other",2011Ð12,1 year,92.5-94.9,
QLD,4054,"Keperra, Arana Hills",2011Ð12,1 year,95.0-100.0,
QLD,4055,"Ferny Hills, Ferny Grove, Upper Kedron, Bunya",2011Ð12,1 year,90.0-92.4,
QLD,4059,"Kelvin Grove, Red Hill",2011Ð12,1 year,90.0-92.4,
QLD,4060,Ashgrove,2011Ð12,1 year,95.0-100.0,
QLD,4061,The Gap,2011Ð12,1 year,85.0-89.9,
QLD,4064,"Paddington, Milton",2011Ð12,1 year,92.5-94.9,
QLD,4065,Bardon,2011Ð12,1 year,95.0-100.0,
QLD,4066,"Toowong, Auchenflower, Mount Coot-Tha",2011Ð12,1 year,90.0-92.4,
QLD,4067,"St Lucia, St Lucia South",2011Ð12,1 year,85.0-89.9,#
QLD,4068,"Indooroopilly, Taringa, Chelmer",2011Ð12,1 year,90.0-92.4,
QLD,4069,"Chapel Hill, Kenmore, Brookfield, Fig Tree Pocket, Pullenvale and 4 others",2011Ð12,1 year,92.5-94.9,
QLD,4070,"Bellbowrie, Moggill, Anstead",2011Ð12,1 year,90.0-92.4,
QLD,4073,"Sinnamon Park, Seventeen Mile Rocks",2011Ð12,1 year,95.0-100.0,
QLD,4074,"Jindalee, Westlake, Middle Park, Riverhills, Jamboree Heights and 2 others",2011Ð12,1 year,92.5-94.9,
QLD,4075,"Oxley, Sherwood, Corinda, Graceville, Graceville East",2011Ð12,1 year,90.0-92.4,
QLD,4076,"Darra, Wacol",2011Ð12,1 year,85.0-89.9,#
QLD,4077,"Inala, Durack, Doolandella, Richlands, Inala East and 1 other",2011Ð12,1 year,92.5-94.9,
QLD,4078,"Forest Lake, Ellen Grove",2011Ð12,1 year,92.5-94.9,
QLD,4101,"West End, Highgate Hill, South Brisbane",2011Ð12,1 year,85.0-89.9,
QLD,4102,"Woolloongabba, Dutton Park, Buranda",2011Ð12,1 year,85.0-89.9,#
QLD,4103,"Annerley, Fairfield, Fairfield Gardens",2011Ð12,1 year,85.0-89.9,
QLD,4104,Yeronga,2011Ð12,1 year,90.0-92.4,#
QLD,4105,"Moorooka, Yeerongpilly, Tennyson",2011Ð12,1 year,92.5-94.9,
QLD,4107,"Salisbury, Salisbury East",2011Ð12,1 year,90.0-92.4,#
QLD,4108,"Coopers Plains, Archerfield",2011Ð12,1 year,92.5-94.9,#
QLD,4109,"Sunnybank Hills, Sunnybank, Macgregor, Robertson, Sunnybank South",2011Ð12,1 year,90.0-92.4,
QLD,4110,"Acacia Ridge, Heathwood, Pallara, Willawong, Larapinta",2011Ð12,1 year,90.0-92.4,
QLD,4112,Kuraby,2011Ð12,1 year,90.0-92.4,
QLD,4113,"Runcorn, Eight Mile Plains",2011Ð12,1 year,90.0-92.4,
QLD,4114,"Woodridge, Kingston, Logan Central",2011Ð12,1 year,85.0-89.9,
QLD,4115,"Parkinson, Algester",2011Ð12,1 year,92.5-94.9,
QLD,4116,"Calamvale, Stretton, Drewvale",2011Ð12,1 year,92.5-94.9,
QLD,4117,"Berrinba, Karawatha",2011Ð12,1 year,90.0-92.4,#
QLD,4118,"Regents Park, Browns Plains, Hillcrest, Heritage Park, Forestdale",2011Ð12,1 year,90.0-92.4,
QLD,4119,Underwood,2011Ð12,1 year,90.0-92.4,
QLD,4120,Greenslopes,2011Ð12,1 year,92.5-94.9,
QLD,4121,"Tarragindi, Holland Park, Holland Park West, Holland Park East, Wellers Hill",2011Ð12,1 year,92.5-94.9,
QLD,4122,"Mount Gravatt East, Wishart, Upper Mount Gravatt, Mansfield, Mount Gravatt",2011Ð12,1 year,90.0-92.4,
QLD,4123,"Rochedale South, Rochedale",2011Ð12,1 year,95.0-100.0,
QLD,4124,"Boronia Heights, Greenbank, New Beith, Lyons, Silverbark Ridge and 1 other",2011Ð12,1 year,92.5-94.9,
QLD,4125,"Munruben, Park Ridge, Park Ridge South",2011Ð12,1 year,80.0-84.9,#
QLD,4127,"Slacks Creek, Springwood, Daisy Hill, Priestdale",2011Ð12,1 year,90.0-92.4,
QLD,4128,"Shailer Park, Tanah Merah",2011Ð12,1 year,92.5-94.9,
QLD,4129,Loganholme,2011Ð12,1 year,92.5-94.9,
QLD,4130,"Cornubia, Carbrook",2011Ð12,1 year,92.5-94.9,#
QLD,4131,"Loganlea, Meadowbrook",2011Ð12,1 year,90.0-92.4,
QLD,4132,"Marsden, Crestmead",2011Ð12,1 year,85.0-89.9,
QLD,4133,"Waterford West, Waterford, Chambers Flat, Logan Reserve",2011Ð12,1 year,90.0-92.4,
QLD,4151,Coorparoo,2011Ð12,1 year,92.5-94.9,
QLD,4152,"Carindale, Camp Hill, Carina, Carina Heights",2011Ð12,1 year,90.0-92.4,
QLD,4153,Belmont,2011Ð12,1 year,92.5-94.9,#
QLD,4154,"Wakerley, Gumdale, Ransome",2011Ð12,1 year,92.5-94.9,
QLD,4156,"Mackenzie, Burbank",2011Ð12,1 year,95.0-100.0,#
QLD,4157,"Capalaba, Sheldon",2011Ð12,1 year,90.0-92.4,
QLD,4158,Thorneside,2011Ð12,1 year,92.5-94.9,#
QLD,4159,Birkdale,2011Ð12,1 year,92.5-94.9,
QLD,4160,"Wellington Point, Ormiston",2011Ð12,1 year,85.0-89.9,
QLD,4161,Alexandra Hills,2011Ð12,1 year,92.5-94.9,
QLD,4163,Cleveland,2011Ð12,1 year,92.5-94.9,
QLD,4164,Thornlands,2011Ð12,1 year,85.0-89.9,
QLD,4165,"Victoria Point, Redland Bay, Mount Cotton",2011Ð12,1 year,92.5-94.9,
QLD,4169,"Kangaroo Point, East Brisbane",2011Ð12,1 year,90.0-92.4,#
QLD,4170,"Morningside, Norman Park, Cannon Hill, Seven Hills",2011Ð12,1 year,95.0-100.0,
QLD,4171,"Bulimba, Hawthorne, Balmoral",2011Ð12,1 year,85.0-89.9,
QLD,4172,Murarrie,2011Ð12,1 year,90.0-92.4,#
QLD,4173,Tingalpa,2011Ð12,1 year,90.0-92.4,
QLD,4174,Hemmant,2011Ð12,1 year,90.0-92.4,#
QLD,4178,"Wynnum, Wynnum West, Lytton, Port of Brisbane, Wynnum North",2011Ð12,1 year,90.0-92.4,
QLD,4179,"Manly West, Manly, Lota",2011Ð12,1 year,90.0-92.4,
QLD,4183,"Dunwich, Point Lookout, Amity, North Stradbroke Island, Amity Point",2011Ð12,1 year,85.0-89.9,#
QLD,4184,"Macleay Island, Russell Island, Coochiemudlo Island, Lamb Island, Karragarra Island and 2 others",2011Ð12,1 year,75.0-79.9,#
QLD,4205,Bethania,2011Ð12,1 year,85.0-89.9,#
QLD,4207,"Eagleby, Beenleigh, Mount Warren Park, Edens Landing, Logan Village and 16 others",2011Ð12,1 year,90.0-92.4,
QLD,4208,"Ormeau, Jacobs Well, Ormeau Hills, Norwell, Kingsholme and 1 other",2011Ð12,1 year,90.0-92.4,
QLD,4209,"Upper Coomera, Coomera, Pimpama, Willow Vale",2011Ð12,1 year,90.0-92.4,
QLD,4210,"Oxenford, Maudsland, Wongawallan, Guanaba, Studio Village",2011Ð12,1 year,90.0-92.4,
QLD,4211,"Nerang, Pacific Pines, Carrara, Highland Park, Gaven and 10 others",2011Ð12,1 year,90.0-92.4,
QLD,4212,"Helensvale, Hope Island, Helensvale Town Centre, Sanctuary Cove",2011Ð12,1 year,92.5-94.9,
QLD,4213,"Mudgeeraba, Worongary, Bonogin, Tallai, Springbrook and 2 others",2011Ð12,1 year,90.0-92.4,
QLD,4214,"Ashmore, Arundel, Parkwood, Molendinar, Ashmore City",2011Ð12,1 year,92.5-94.9,
QLD,4215,"Southport, Labrador, Australia Fair, Chirn Park, Southport Park",2011Ð12,1 year,90.0-92.4,
QLD,4216,"Coombabah, Runaway Bay, Biggera Waters, Paradise Point, Hollywell and 1 other",2011Ð12,1 year,92.5-94.9,
QLD,4217,"Surfers Paradise, Benowa, Bundall, Main Beach, Chevron Island and 2 others",2011Ð12,1 year,85.0-89.9,
QLD,4218,"Mermaid Waters, Broadbeach Waters, Mermaid Beach, Broadbeach, Nobby Beach",2011Ð12,1 year,92.5-94.9,
QLD,4220,"Burleigh Waters, Burleigh Heads, Miami, Burleigh Town",2011Ð12,1 year,92.5-94.9,
QLD,4221,"Palm Beach, Elanora",2011Ð12,1 year,90.0-92.4,
QLD,4223,"Currumbin Waters, Currumbin, Currumbin Valley",2011Ð12,1 year,80.0-84.9,
QLD,4224,Tugun,2011Ð12,1 year,90.0-92.4,#
QLD,4225,"Coolangatta, Bilinga",2011Ð12,1 year,85.0-89.9,#
QLD,4226,"Robina, Merrimac, Clear Island Waters",2011Ð12,1 year,90.0-92.4,
QLD,4227,"Varsity Lakes, Reedy Creek",2011Ð12,1 year,92.5-94.9,
QLD,4228,"Tallebudgera, Tallebudgera Valley",2011Ð12,1 year,85.0-89.9,#
QLD,4270,Tamborine,2011Ð12,1 year,95.0-100.0,#
QLD,4271,Eagle Heights,2011Ð12,1 year,95.0-100.0,#
QLD,4272,Tamborine Mountain,2011Ð12,1 year,70.0-74.9,#
QLD,4275,"Canungra, Boyland, Biddaddaba, Witheren, Wonglepong and 7 others",2011Ð12,1 year,85.0-89.9,#
QLD,4280,"Jimboomba, North Maclean, South Maclean, Stockleigh, Flagstone",2011Ð12,1 year,95.0-100.0,
QLD,4285,"Beaudesert, Cedar Vale, Cedar Grove, Kooralbyn, Mundoolun and 30 others",2011Ð12,1 year,92.5-94.9,
QLD,4300,"Springfield Lakes, Goodna, Camira, Springfield, Bellbird Park and 5 others",2011Ð12,1 year,90.0-92.4,
QLD,4301,"Redbank Plains, Collingwood Park, Redbank",2011Ð12,1 year,85.0-89.9,
QLD,4303,"Riverview, Dinmore, New Chum",2011Ð12,1 year,90.0-92.4,#
QLD,4304,"Bundamba, Silkstone, Booval, North Booval, Blackstone and 2 others",2011Ð12,1 year,90.0-92.4,
QLD,4305,"Brassall, Raceview, Flinders View, North Ipswich, Yamanto and 18 others",2011Ð12,1 year,90.0-92.4,
QLD,4306,"Karana Downs, Karalee, Fernvale, Chuwar, Pine Mountain and 52 others",2011Ð12,1 year,95.0-100.0,
QLD,4309,"Kalbar, Aratula, Munbilla, Charlwood, Tarome and 12 others",2011Ð12,1 year,92.5-94.9,#
QLD,4310,"Boonah, Milbong, Roadvale, Dugandan, Mount Alford and 21 others",2011Ð12,1 year,85.0-89.9,#
QLD,4311,"Lowood, Coominya, Minden, Brightview, Mount Tarampa and 12 others",2011Ð12,1 year,92.5-94.9,
QLD,4312,"Esk, Mount Hallen, Redbank Creek, Somerset Dam, Crossdale and 8 others",2011Ð12,1 year,75.0-79.9,#
QLD,4340,"Rosewood, Tallegalla, Grandchester, Ebenezer, Calvert and 13 others",2011Ð12,1 year,95.0-100.0,#
QLD,4341,"Laidley, Regency Downs, Plainland, Kensington Grove, Laidley Heights and 11 others",2011Ð12,1 year,85.0-89.9,
QLD,4342,"Glenore Grove, Forest Hill, Lockrose, Crowley Vale, Glen Cairn and 1 other",2011Ð12,1 year,85.0-89.9,#
QLD,4343,"Gatton, Placid Hills, Adare, Lake Clarendon, Lower Tenthill and 19 others",2011Ð12,1 year,92.5-94.9,
QLD,4344,"Helidon, Helidon Spa, Carpendale, Flagstone Creek, Rockmount and 7 others",2011Ð12,1 year,75.0-79.9,#
QLD,4350,"Toowoomba, Newtown, Harristown, Rangeville, Kearneys Spring and 35 others",2011Ð12,1 year,90.0-92.4,
QLD,4352,"Highfields, Meringandan West, Gowrie Junction, Withcott, Hodgson Vale and 66 others",2011Ð12,1 year,92.5-94.9,
QLD,4355,"Crows Nest, Pierces Creek, Emu Creek, Glenaven, Anduramba and 7 others",2011Ð12,1 year,95.0-100.0,#
QLD,4356,"Pittsworth, Mount Tyson, Bongeen, Stoneleigh, Linthorpe and 13 others",2011Ð12,1 year,92.5-94.9,#
QLD,4357,"Millmerran, Millmerran Downs, Captains Mountain, Clontarf, Bringalily and 21 others",2011Ð12,1 year,85.0-89.9,#
QLD,4358,"Cambooya, Ramsay, Felton, Felton South",2011Ð12,1 year,95.0-100.0,#
QLD,4362,"Allora, Goomburra, Deuchar, Hendon, Mount Marshall and 3 others",2011Ð12,1 year,92.5-94.9,#
QLD,4370,"Warwick, Rosenthal Heights, Sladevale, Junabee, Pratten and 41 others",2011Ð12,1 year,85.0-89.9,
QLD,4380,"Stanthorpe, Eukey, Greenlands, Amiens, Broadwater and 18 others",2011Ð12,1 year,85.0-89.9,#
QLD,4390,"Goondiwindi, Lundavra, Billa Billa, Calingunee, Callandoon and 5 others",2011Ð12,1 year,90.0-92.4,
QLD,4400,Kingsthorpe,2011Ð12,1 year,95.0-100.0,#
QLD,4401,"Oakey, Aubigny, Biddeston, Acland, Highland Plains and 11 others",2011Ð12,1 year,92.5-94.9,#
QLD,4405,"Dalby, Ducklo, Weranga, Blaxland, Bunya Mountains and 6 others",2011Ð12,1 year,92.5-94.9,
QLD,4413,"Chinchilla, Chances Plain, Montrose, Baking Board, Boonarga and 5 others",2011Ð12,1 year,85.0-89.9,
QLD,4421,"Tara, Goranba",2011Ð12,1 year,85.0-89.9,#
QLD,4455,"Roma, Euthulla, Dargal Road, Mount Abundance, Tingun and 14 others",2011Ð12,1 year,95.0-100.0,
QLD,4465,"Mitchell, Dunkeld, Forestvale, Womalilla",2011Ð12,1 year,92.5-94.9,#
QLD,4470,"Charleville, Bakers Bend, Gowrie Station, Langlo, Murweh and 1 other",2011Ð12,1 year,90.0-92.4,#
QLD,4487,"St George, Begonia",2011Ð12,1 year,95.0-100.0,#
QLD,4490,"Cunnamulla, Yowah, Barringun, Coongoola, Cuttaburra and 6 others",2011Ð12,1 year,75.0-79.9,#
QLD,4500,"Bray Park, Strathpine, Warner, Cashmere, Joyner and 3 others",2011Ð12,1 year,95.0-100.0,
QLD,4501,Lawnton,2011Ð12,1 year,95.0-100.0,#
QLD,4502,Petrie,2011Ð12,1 year,95.0-100.0,
QLD,4503,"Kallangur, Murrumba Downs, Griffin, Dakabin, Kurwongbah and 1 other",2011Ð12,1 year,92.5-94.9,
QLD,4504,Narangba,2011Ð12,1 year,92.5-94.9,
QLD,4505,"Burpengary, Burpengary East",2011Ð12,1 year,95.0-100.0,
QLD,4506,"Morayfield, Moorina",2011Ð12,1 year,90.0-92.4,
QLD,4507,"Bribie Island, Bongaree, Banksia Beach, Bellara, Woorim and 3 others",2011Ð12,1 year,92.5-94.9,#
QLD,4508,Deception Bay,2011Ð12,1 year,85.0-89.9,
QLD,4509,"North Lakes, Mango Hill",2011Ð12,1 year,92.5-94.9,
QLD,4510,"Caboolture, Bellmere, Caboolture South, Beachmere, Upper Caboolture and 5 others",2011Ð12,1 year,90.0-92.4,
QLD,4511,"Sandstone Point, Ningi, Godwin Beach",2011Ð12,1 year,95.0-100.0,#
QLD,4512,"Wamuran, Bracalba, Wamuran Basin",2011Ð12,1 year,90.0-92.4,#
QLD,4514,"Woodford, D'Aguilar, Delaneys Creek, Stanmore, Villeneuve and 7 others",2011Ð12,1 year,95.0-100.0,#
QLD,4515,"Kilcoy, Sandy Creek, Royston, Hazeldean, Mount Kilcoy and 7 others",2011Ð12,1 year,90.0-92.4,#
QLD,4516,Elimbah,2011Ð12,1 year,95.0-100.0,#
QLD,4518,Glass House Mountains,2011Ð12,1 year,95.0-100.0,#
QLD,4519,"Beerwah, Peachester, Crohamhurst, Coochin Creek",2011Ð12,1 year,85.0-89.9,
QLD,4520,"Samford Valley, Highvale, Camp Mountain, Samford Village, Wights Mountain and 13 others",2011Ð12,1 year,90.0-92.4,
QLD,4521,"Dayboro, Mount Mee, Ocean View, King Scrub, Mount Pleasant and 3 others",2011Ð12,1 year,95.0-100.0,#
QLD,4550,"Landsborough, Mount Mellum",2011Ð12,1 year,80.0-84.9,#
QLD,4551,"Little Mountain, Currimundi, Golden Beach, Pelican Waters, Caloundra West and 9 others",2011Ð12,1 year,90.0-92.4,
QLD,4552,"Maleny, Witta, Conondale, North Maleny, Reesville and 9 others",2011Ð12,1 year,80.0-84.9,#
QLD,4553,"Mooloolah Valley, Glenview, Palmview, Diamond Valley, Mooloolah",2011Ð12,1 year,90.0-92.4,#
QLD,4555,"Palmwoods, Hunchy, Chevallum, Landers Shoot",2011Ð12,1 year,90.0-92.4,#
QLD,4556,"Buderim, Sippy Downs, Tanawha, Mons, Forest Glen and 1 other",2011Ð12,1 year,90.0-92.4,
QLD,4557,"Mooloolaba, Mountain Creek",2011Ð12,1 year,90.0-92.4,
QLD,4558,"Maroochydore, Kuluin, Cotton Tree",2011Ð12,1 year,85.0-89.9,
QLD,4559,"Woombye, Diddillibah, West Woombye, Kiels Mountain",2011Ð12,1 year,85.0-89.9,#
QLD,4560,"Nambour, Bli Bli, Burnside, Mapleton, Rosemount and 14 others",2011Ð12,1 year,85.0-89.9,
QLD,4561,"Yandina, Maroochy River, Ninderry, Yandina Creek, North Arm and 2 others",2011Ð12,1 year,80.0-84.9,#
QLD,4562,"Doonan, Eumundi, Verrierdale, Belli Park, Eerwah Vale and 1 other",2011Ð12,1 year,85.0-89.9,#
QLD,4563,"Cooroy, Tinbeerwah, Black Mountain, Lake Macdonald, Ridgewood and 2 others",2011Ð12,1 year,85.0-89.9,#
QLD,4564,"Marcoola, Twin Waters, Pacific Paradise, Mudjimba",2011Ð12,1 year,85.0-89.9,
QLD,4565,"Tewantin, Cooroibah, Cootharaba, Noosa North Shore, Boreen Point and 1 other",2011Ð12,1 year,90.0-92.4,
QLD,4566,Noosaville,2011Ð12,1 year,85.0-89.9,#
QLD,4567,"Noosa Heads, Sunrise Beach, Sunshine Beach, Castaways Beach",2011Ð12,1 year,85.0-89.9,#
QLD,4568,"Pomona, Pinbarren, Federal",2011Ð12,1 year,90.0-92.4,#
QLD,4570,"Gympie, Southside, Curra, Glenwood, Monkland and 80 others",2011Ð12,1 year,90.0-92.4,
QLD,4572,Alexandra Headland,2011Ð12,1 year,90.0-92.4,#
QLD,4573,"Coolum Beach, Peregian Springs, Mount Coolum, Peregian Beach, Yaroomba and 2 others",2011Ð12,1 year,90.0-92.4,
QLD,4575,"Wurtulla, Parrearra, Buddina, Warana, Minyama and 2 others",2011Ð12,1 year,92.5-94.9,
QLD,4580,"Cooloola Cove, Tin Can Bay, Cooloola",2011Ð12,1 year,90.0-92.4,#
QLD,4605,"Murgon, Cherbourg, Cloyna, Tablelands, Moffatdale and 16 others",2011Ð12,1 year,80.0-84.9,#
QLD,4610,"Kingaroy, Booie, Taabinga, Ellesmere, Ballogie and 19 others",2011Ð12,1 year,92.5-94.9,
QLD,4615,"Nanango, South Nanango, Wattle Camp, Maidenwell, Glan Devon and 14 others",2011Ð12,1 year,80.0-84.9,#
QLD,4625,"Gayndah, Binjour, Ideraway, Aranbanga, Ban Ban and 29 others",2011Ð12,1 year,90.0-92.4,#
QLD,4626,"Mundubbera, Boynewood, Glenrae, Mundowran, Cattle Creek and 12 others",2011Ð12,1 year,90.0-92.4,#
QLD,4630,"Monto, Moonford, Three Moon, Kalpowar, Tellebang and 19 others",2011Ð12,1 year,92.5-94.9,#
QLD,4650,"Maryborough, Tinana, Granville, Oakhurst, Aldershot and 42 others",2011Ð12,1 year,90.0-92.4,
QLD,4655,"Urangan, Torquay, Urraween, Point Vernon, Kawungan and 20 others",2011Ð12,1 year,92.5-94.9,
QLD,4659,"Burrum Heads, Howard, Pacific Haven, Burrum River, Beelbi Creek and 2 others",2011Ð12,1 year,92.5-94.9,#
QLD,4660,"Childers, Woodgate, Apple Tree Creek, Redridge, North Isis and 16 others",2011Ð12,1 year,85.0-89.9,#
QLD,4670,"Bargara, Bundaberg North, Avenell Heights, Avoca, Kepnock and 47 others",2011Ð12,1 year,92.5-94.9,
QLD,4671,"Gin Gin, Moolboolaman, Maroondan, Horse Camp, Mount Perry and 30 others",2011Ð12,1 year,92.5-94.9,#
QLD,4677,"Agnes Water, Miriam Vale, Captain Creek, Colosseum, Seventeen Seventy and 3 others",2011Ð12,1 year,85.0-89.9,#
QLD,4680,"Clinton, Tannum Sands, Gladstone, New Auckland, Boyne Island and 35 others",2011Ð12,1 year,92.5-94.9,
QLD,4700,"The Range, Wandal, Allenstown, Rockhampton City, West Rockhampton and 7 others",2011Ð12,1 year,85.0-89.9,
QLD,4701,"Frenchville, Norman Gardens, Berserker, Park Avenue, Koongal and 12 others",2011Ð12,1 year,90.0-92.4,
QLD,4702,"Gracemere, Parkhurst, The Gemfields, Alton Downs, Bouldercombe and 83 others",2011Ð12,1 year,90.0-92.4,
QLD,4703,"Yeppoon, Taranganba, Lammermoor, Cooee Bay, Pacific Heights and 25 others",2011Ð12,1 year,92.5-94.9,
QLD,4709,Tieri,2011Ð12,1 year,95.0-100.0,#
QLD,4710,"Emu Park, Zilzie",2011Ð12,1 year,92.5-94.9,#
QLD,4714,"Mount Morgan, Baree, Horse Creek, Struck Oil, Boulder Creek and 13 others",2011Ð12,1 year,80.0-84.9,#
QLD,4715,"Biloela, Valentine Plains, Prospect, Orange Creek, Mount Murchison and 5 others",2011Ð12,1 year,92.5-94.9,
QLD,4717,Blackwater,2011Ð12,1 year,85.0-89.9,#
QLD,4718,"Moura, Kianga, Mungabunda, Bauhinia, Dromedary and 4 others",2011Ð12,1 year,95.0-100.0,#
QLD,4720,"Emerald, Yamala",2011Ð12,1 year,90.0-92.4,
QLD,4721,"Clermont, Kilcummin, Theresa Creek, Argyll, Elgin and 7 others",2011Ð12,1 year,95.0-100.0,#
QLD,4722,"Springsure, Cona Creek, Buckland, Cairdbeign, Nandowrie and 2 others",2011Ð12,1 year,85.0-89.9,#
QLD,4723,"Capella, Lilyvale, Belcong, Carbine Creek, Chirnside and 6 others",2011Ð12,1 year,85.0-89.9,#
QLD,4730,"Longreach, Maneroo, Stonehenge, Camoola, Chorregon and 4 others",2011Ð12,1 year,90.0-92.4,#
QLD,4737,"Sarina, Campwin Beach, Armstrong Beach, Sarina Beach, Freshwater Point and 3 others",2011Ð12,1 year,90.0-92.4,
QLD,4740,"Andergrove, Mackay, Beaconsfield, Mount Pleasant, Glenella and 42 others",2011Ð12,1 year,92.5-94.9,
QLD,4741,"Farleigh, Kuttabul, Seaforth, Eton, Ball Bay and 20 others",2011Ð12,1 year,85.0-89.9,#
QLD,4743,"Glenden, Suttor",2011Ð12,1 year,95.0-100.0,#
QLD,4744,Moranbah,2011Ð12,1 year,95.0-100.0,
QLD,4745,Dysart,2011Ð12,1 year,92.5-94.9,#
QLD,4746,"Middlemount, May Downs",2011Ð12,1 year,95.0-100.0,#
QLD,4750,"Bucasia, Shoal Point",2011Ð12,1 year,95.0-100.0,#
QLD,4751,"Walkerston, Victoria Plains, Greenmount, Palmyra",2011Ð12,1 year,95.0-100.0,#
QLD,4753,"Marian, Devereux Creek",2011Ð12,1 year,92.5-94.9,#
QLD,4800,"Proserpine, Strathdickie, Riordanvale, Preston, Cannon Valley and 32 others",2011Ð12,1 year,95.0-100.0,#
QLD,4802,"Cannonvale, Whitsundays, Jubilee Pocket, Airlie Beach, Woodwark and 4 others",2011Ð12,1 year,92.5-94.9,
QLD,4804,"Collinsville, Mount Coolon, Scottville, Mount Wyatt, Newlands and 1 other",2011Ð12,1 year,75.0-79.9,#
QLD,4805,"Bowen, Guthalungra, Bogie, Gumlu, Merinda and 1 other",2011Ð12,1 year,90.0-92.4,
QLD,4806,"Home Hill, Inkerman, Osborne, Fredericksfield, Rangemore and 5 others",2011Ð12,1 year,90.0-92.4,#
QLD,4807,"Ayr, Jarvisfield, Mount Kelly, Clare, Airville and 11 others",2011Ð12,1 year,90.0-92.4,
QLD,4810,"North Ward, West End, Railway Estate, Townsville City, South Townsville and 9 others",2011Ð12,1 year,90.0-92.4,
QLD,4811,"Wulguru, Idalia, Oonoonba, Stuart, Cluden and 4 others",2011Ð12,1 year,95.0-100.0,
QLD,4812,"Mundingburra, Hermit Park, Gulliver, Currajong, Pimlico and 4 others",2011Ð12,1 year,85.0-89.9,
QLD,4814,"Annandale, Mount Louisa, Douglas, Cranbrook, Aitkenvale and 5 others",2011Ð12,1 year,90.0-92.4,
QLD,4815,"Kelso, Condon, Rasmussen, Gumlow, Pinnacles and 1 other",2011Ð12,1 year,90.0-92.4,
QLD,4816,"Palm Island, Alligator Creek, Nome, Balgal Beach, Woodstock and 30 others",2011Ð12,1 year,85.0-89.9,
QLD,4817,"Kirwan, Alice River, Bohle Plains, Thuringowa Central, Rangewood and 1 other",2011Ð12,1 year,92.5-94.9,
QLD,4818,"Bushland Beach, Deeragun, Mount Low, Burdell, Black River and 13 others",2011Ð12,1 year,95.0-100.0,
QLD,4820,"Richmond Hill, Queenton, Broughton, Southern Cross, Millchester and 15 others",2011Ð12,1 year,92.5-94.9,
QLD,4821,"Hughenden, Stamford, Prairie, Dutton River, Porcupine and 1 other",2011Ð12,1 year,95.0-100.0,#
QLD,4824,"Cloncurry, Four Ways, Gidya, Kuridala, Oorindi and 1 other",2011Ð12,1 year,95.0-100.0,#
QLD,4825,"Mount Isa, Pioneer, Sunset, Townview, Soldiers Hill and 31 others",2011Ð12,1 year,85.0-89.9,
QLD,4830,"Doomadgee, Burketown, Gregory, Nicholson",2011Ð12,1 year,95.0-100.0,#
QLD,4850,"Ingham, Forrest Beach, Trebonne, Bemerside, Lucinda and 28 others",2011Ð12,1 year,92.5-94.9,
