Postcode,Electoral division,Per cent,State,Party_Year,Party_Name
3583,Mallee,100,VIC,2010,The Nationals
3584,Mallee,100,VIC,2010,The Nationals
3585,Farrer,5.2,NSW,2010,Liberal
3585,Mallee,94.8,VIC,2010,The Nationals
3586,Mallee,100,VIC,2010,The Nationals
3588,Mallee,100,VIC,2010,The Nationals
3589,Mallee,100,VIC,2010,The Nationals
3590,Mallee,100,VIC,2010,The Nationals
3591,Mallee,100,VIC,2010,The Nationals
3594,Mallee,100,VIC,2010,The Nationals
3595,Mallee,100,VIC,2010,The Nationals
3596,Mallee,100,VIC,2010,The Nationals
3597,Mallee,100,VIC,2010,The Nationals
3599,Mallee,100,VIC,2010,The Nationals
3607,Indi,100,VIC,2010,Liberal
3608,Indi,100,VIC,2010,Liberal
3610,Murray,100,VIC,2010,Liberal
3612,Murray,100,VIC,2010,Liberal
3614,Murray,100,VIC,2010,Liberal
3616,Murray,100,VIC,2010,Liberal
3617,Murray,100,VIC,2010,Liberal
3618,Murray,100,VIC,2010,Liberal
3620,Murray,100,VIC,2010,Liberal
3621,Murray,100,VIC,2010,Liberal
3622,Murray,100,VIC,2010,Liberal
3623,Murray,100,VIC,2010,Liberal
3624,Murray,100,VIC,2010,Liberal
3629,Murray,100,VIC,2010,Liberal
3630,Murray,100,VIC,2010,Liberal
3631,Murray,100,VIC,2010,Liberal
3633,Murray,100,VIC,2010,Liberal
3634,Murray,100,VIC,2010,Liberal
3635,Murray,100,VIC,2010,Liberal
3636,Murray,100,VIC,2010,Liberal
3637,Murray,100,VIC,2010,Liberal
3638,Murray,100,VIC,2010,Liberal
3639,Murray,100,VIC,2010,Liberal
3640,Murray,100,VIC,2010,Liberal
3641,Murray,100,VIC,2010,Liberal
3644,Farrer,19.5,NSW,2010,Liberal
3644,Murray,80.5,VIC,2010,Liberal
3646,Indi,27.3,VIC,2010,Liberal
3646,Murray,72.7,VIC,2010,Liberal
3647,Murray,100,VIC,2010,Liberal
3649,Murray,100,VIC,2010,Liberal
3658,McEwen,100,VIC,2010,Australian Labor Party
3659,McEwen,100,VIC,2010,Australian Labor Party
3660,McEwen,100,VIC,2010,Australian Labor Party
3662,McEwen,100,VIC,2010,Australian Labor Party
3663,Indi,100,VIC,2010,Liberal
3664,Indi,100,VIC,2010,Liberal
3665,Indi,100,VIC,2010,Liberal
3666,Indi,100,VIC,2010,Liberal
3669,Indi,90,VIC,2010,Liberal
3669,Murray,10,VIC,2010,Liberal
3670,Indi,100,VIC,2010,Liberal
3672,Indi,100,VIC,2010,Liberal
3673,Indi,100,VIC,2010,Liberal
3675,Indi,100,VIC,2010,Liberal
3677,Indi,100,VIC,2010,Liberal
3678,Indi,100,VIC,2010,Liberal
3682,Indi,100,VIC,2010,Liberal
3683,Indi,100,VIC,2010,Liberal
3685,Indi,100,VIC,2010,Liberal
3687,Indi,100,VIC,2010,Liberal
3688,Indi,100,VIC,2010,Liberal
3690,Indi,100,VIC,2010,Liberal
3691,Indi,100,VIC,2010,Liberal
3693,Indi,100,VIC,2010,Liberal
3694,Indi,100,VIC,2010,Liberal
3695,Indi,100,VIC,2010,Liberal
3697,Indi,100,VIC,2010,Liberal
3698,Indi,100,VIC,2010,Liberal
3699,Indi,100,VIC,2010,Liberal
3700,Indi,100,VIC,2010,Liberal
3701,Indi,100,VIC,2010,Liberal
3704,Indi,100,VIC,2010,Liberal
3705,Indi,100,VIC,2010,Liberal
3707,Indi,100,VIC,2010,Liberal
3708,Indi,100,VIC,2010,Liberal
3709,Indi,100,VIC,2010,Liberal
3711,McEwen,100,VIC,2010,Australian Labor Party
3712,McEwen,100,VIC,2010,Australian Labor Party
3713,McEwen,100,VIC,2010,Australian Labor Party
3714,McEwen,100,VIC,2010,Australian Labor Party
3715,Indi,100,VIC,2010,Liberal
3717,McEwen,100,VIC,2010,Australian Labor Party
3718,McEwen,100,VIC,2010,Australian Labor Party
3719,McEwen,100,VIC,2010,Australian Labor Party
3720,Indi,100,VIC,2010,Liberal
3722,Indi,96,VIC,2010,Liberal
3722,McEwen,4,VIC,2010,Australian Labor Party
3723,Indi,100,VIC,2010,Liberal
3725,Indi,100,VIC,2010,Liberal
3726,Indi,100,VIC,2010,Liberal
3727,Indi,100,VIC,2010,Liberal
3728,Indi,57,VIC,2010,Liberal
3728,Murray,43,VIC,2010,Liberal
3730,Murray,100,VIC,2010,Liberal
3732,Indi,100,VIC,2010,Liberal
3733,Indi,100,VIC,2010,Liberal
3735,Indi,100,VIC,2010,Liberal
3737,Indi,100,VIC,2010,Liberal
3738,Indi,100,VIC,2010,Liberal
3739,Indi,100,VIC,2010,Liberal
3740,Indi,100,VIC,2010,Liberal
3741,Indi,100,VIC,2010,Liberal
3744,Indi,100,VIC,2010,Liberal
3746,Indi,100,VIC,2010,Liberal
3747,Indi,100,VIC,2010,Liberal
3749,Indi,100,VIC,2010,Liberal
3750,McEwen,100,VIC,2010,Australian Labor Party
3751,McEwen,100,VIC,2010,Australian Labor Party
3752,McEwen,5,VIC,2010,Australian Labor Party
3752,Scullin,95,VIC,2010,Australian Labor Party
3753,McEwen,100,VIC,2010,Australian Labor Party
3754,McEwen,100,VIC,2010,Australian Labor Party
3755,McEwen,100,VIC,2010,Australian Labor Party
3756,McEwen,100,VIC,2010,Australian Labor Party
3757,McEwen,100,VIC,2010,Australian Labor Party
3758,McEwen,100,VIC,2010,Australian Labor Party
3759,McEwen,100,VIC,2010,Australian Labor Party
3760,McEwen,100,VIC,2010,Australian Labor Party
3761,McEwen,100,VIC,2010,Australian Labor Party
3762,McEwen,100,VIC,2010,Australian Labor Party
3763,McEwen,100,VIC,2010,Australian Labor Party
3764,McEwen,100,VIC,2010,Australian Labor Party
3765,Casey,100,VIC,2010,Liberal
3766,Casey,100,VIC,2010,Liberal
3767,La Trobe,100,VIC,2010,Australian Labor Party
3770,Casey,100,VIC,2010,Liberal
3775,McEwen,100,VIC,2010,Australian Labor Party
3777,McEwen,100,VIC,2010,Australian Labor Party
3778,McEwen,100,VIC,2010,Australian Labor Party
3779,McEwen,100,VIC,2010,Australian Labor Party
3781,La Trobe,100,VIC,2010,Australian Labor Party
3782,Casey,3.5,VIC,2010,Liberal
3782,La Trobe,96.5,VIC,2010,Australian Labor Party
3783,La Trobe,100,VIC,2010,Australian Labor Party
3786,La Trobe,100,VIC,2010,Australian Labor Party
3787,La Trobe,100,VIC,2010,Australian Labor Party
3788,Casey,49.8,VIC,2010,Liberal
3788,La Trobe,50.2,VIC,2010,Australian Labor Party
3789,Casey,100,VIC,2010,Liberal
3791,Casey,100,VIC,2010,Liberal
3792,Casey,100,VIC,2010,Liberal
3793,Casey,100,VIC,2010,Liberal
3795,Casey,100,VIC,2010,Liberal
3796,Casey,100,VIC,2010,Liberal
3797,McEwen,100,VIC,2010,Australian Labor Party
3799,McEwen,100,VIC,2010,Australian Labor Party
3800,Chisholm,100,VIC,2010,Australian Labor Party
3802,Holt,100,VIC,2010,Australian Labor Party
3803,Holt,100,VIC,2010,Australian Labor Party
3804,Holt,66,VIC,2010,Australian Labor Party
3804,La Trobe,34,VIC,2010,Australian Labor Party
3805,Holt,79.5,VIC,2010,Australian Labor Party
3805,La Trobe,20.5,VIC,2010,Australian Labor Party
3806,Holt,11.5,VIC,2010,Australian Labor Party
3806,La Trobe,88.5,VIC,2010,Australian Labor Party
3807,La Trobe,100,VIC,2010,Australian Labor Party
3808,La Trobe,100,VIC,2010,Australian Labor Party
3809,La Trobe,100,VIC,2010,Australian Labor Party
3810,La Trobe,6.7,VIC,2010,Australian Labor Party
3810,McMillan,93.3,VIC,2010,Liberal
3812,McMillan,100,VIC,2010,Liberal
3813,McMillan,100,VIC,2010,Liberal
3814,McMillan,100,VIC,2010,Liberal
3815,McMillan,100,VIC,2010,Liberal
3816,McMillan,100,VIC,2010,Liberal
3818,McMillan,100,VIC,2010,Liberal
3820,McMillan,100,VIC,2010,Liberal
3821,McMillan,100,VIC,2010,Liberal
3822,McMillan,100,VIC,2010,Liberal
3823,McMillan,100,VIC,2010,Liberal
3824,McMillan,100,VIC,2010,Liberal
3825,Gippsland,0.8,VIC,2010,The Nationals
3825,McMillan,99.2,VIC,2010,Liberal
3831,McMillan,100,VIC,2010,Liberal
3833,McMillan,100,VIC,2010,Liberal
3835,McMillan,100,VIC,2010,Liberal
3840,Gippsland,100,VIC,2010,The Nationals
3842,Gippsland,100,VIC,2010,The Nationals
3844,Gippsland,100,VIC,2010,The Nationals
3847,Gippsland,100,VIC,2010,The Nationals
3850,Gippsland,100,VIC,2010,The Nationals
3851,Gippsland,100,VIC,2010,The Nationals
3852,Gippsland,100,VIC,2010,The Nationals
3854,Gippsland,100,VIC,2010,The Nationals
3856,Gippsland,100,VIC,2010,The Nationals
3857,Gippsland,100,VIC,2010,The Nationals
3858,Gippsland,100,VIC,2010,The Nationals
3859,Gippsland,100,VIC,2010,The Nationals
3860,Gippsland,100,VIC,2010,The Nationals
3862,Gippsland,100,VIC,2010,The Nationals
3864,Gippsland,100,VIC,2010,The Nationals
3865,Gippsland,100,VIC,2010,The Nationals
3869,Gippsland,100,VIC,2010,The Nationals
3870,Gippsland,100,VIC,2010,The Nationals
3871,McMillan,100,VIC,2010,Liberal
3873,Gippsland,100,VIC,2010,The Nationals
3874,Gippsland,100,VIC,2010,The Nationals
3875,Gippsland,100,VIC,2010,The Nationals
3878,Gippsland,100,VIC,2010,The Nationals
3880,Gippsland,100,VIC,2010,The Nationals
3882,Gippsland,100,VIC,2010,The Nationals
3885,Gippsland,100,VIC,2010,The Nationals
3886,Gippsland,100,VIC,2010,The Nationals
3887,Gippsland,100,VIC,2010,The Nationals
3888,Gippsland,100,VIC,2010,The Nationals
3889,Gippsland,100,VIC,2010,The Nationals
3890,Gippsland,100,VIC,2010,The Nationals
3891,Gippsland,100,VIC,2010,The Nationals
3892,Gippsland,100,VIC,2010,The Nationals
3893,Gippsland,100,VIC,2010,The Nationals
3895,Gippsland,100,VIC,2010,The Nationals
3896,Gippsland,100,VIC,2010,The Nationals
3898,Gippsland,100,VIC,2010,The Nationals
3900,Gippsland,100,VIC,2010,The Nationals
3902,Gippsland,100,VIC,2010,The Nationals
3903,Gippsland,100,VIC,2010,The Nationals
3904,Gippsland,100,VIC,2010,The Nationals
3909,Gippsland,100,VIC,2010,The Nationals
3910,Dunkley,100,VIC,2010,Liberal
3911,Dunkley,37.6,VIC,2010,Liberal
3911,Flinders,62.4,VIC,2010,Liberal
3912,Flinders,100,VIC,2010,Liberal
3913,Flinders,100,VIC,2010,Liberal
3915,Flinders,100,VIC,2010,Liberal
3916,Flinders,100,VIC,2010,Liberal
3918,Flinders,100,VIC,2010,Liberal
3919,Flinders,100,VIC,2010,Liberal
3920,Flinders,100,VIC,2010,Liberal
3921,Flinders,100,VIC,2010,Liberal
3922,Flinders,100,VIC,2010,Liberal
3923,Flinders,100,VIC,2010,Liberal
3925,Flinders,100,VIC,2010,Liberal
3926,Flinders,100,VIC,2010,Liberal
3927,Flinders,100,VIC,2010,Liberal
3928,Flinders,100,VIC,2010,Liberal
3929,Flinders,100,VIC,2010,Liberal
3930,Dunkley,100,VIC,2010,Liberal
3931,Dunkley,100,VIC,2010,Liberal
3933,Flinders,100,VIC,2010,Liberal
3934,Flinders,100,VIC,2010,Liberal
3936,Flinders,100,VIC,2010,Liberal
3937,Flinders,100,VIC,2010,Liberal
3938,Flinders,100,VIC,2010,Liberal
3939,Flinders,100,VIC,2010,Liberal
3940,Flinders,100,VIC,2010,Liberal
3941,Flinders,100,VIC,2010,Liberal
3942,Flinders,100,VIC,2010,Liberal
3943,Flinders,100,VIC,2010,Liberal
3944,Flinders,100,VIC,2010,Liberal
3945,McMillan,100,VIC,2010,Liberal
3946,McMillan,100,VIC,2010,Liberal
3950,McMillan,100,VIC,2010,Liberal
3951,McMillan,100,VIC,2010,Liberal
3953,McMillan,100,VIC,2010,Liberal
3954,McMillan,100,VIC,2010,Liberal
3956,McMillan,100,VIC,2010,Liberal
3957,McMillan,100,VIC,2010,Liberal
3958,McMillan,100,VIC,2010,Liberal
3959,McMillan,100,VIC,2010,Liberal
3960,McMillan,100,VIC,2010,Liberal
3962,Gippsland,13.2,VIC,2010,The Nationals
3962,McMillan,86.8,VIC,2010,Liberal
3964,McMillan,100,VIC,2010,Liberal
3965,McMillan,100,VIC,2010,Liberal
3966,McMillan,100,VIC,2010,Liberal
3967,McMillan,100,VIC,2010,Liberal
3971,Gippsland,100,VIC,2010,The Nationals
3975,Holt,100,VIC,2010,Australian Labor Party
3976,Holt,100,VIC,2010,Australian Labor Party
3977,Dunkley,2.3,VIC,2010,Liberal
3977,Flinders,13.2,VIC,2010,Liberal
3977,Holt,77.5,VIC,2010,Australian Labor Party
3977,Isaacs,7,VIC,2010,Australian Labor Party
3978,Flinders,61.3,VIC,2010,Liberal
3978,La Trobe,38.7,VIC,2010,Australian Labor Party
3979,Flinders,100,VIC,2010,Liberal
3980,Flinders,100,VIC,2010,Liberal
3981,Flinders,100,VIC,2010,Liberal
3984,Flinders,100,VIC,2010,Liberal
3987,McMillan,100,VIC,2010,Liberal
3988,McMillan,100,VIC,2010,Liberal
3989,Melbourne,100,VIC,2010,The Greens
3990,Flinders,100,VIC,2010,Liberal
3991,Flinders,100,VIC,2010,Liberal
3992,Flinders,100,VIC,2010,Liberal
3995,Flinders,6.5,VIC,2010,Liberal
3995,McMillan,93.5,VIC,2010,Liberal
3996,McMillan,100,VIC,2010,Liberal
4000,Brisbane,100,QLD,2010,Liberal National Party of Queensland
4005,Brisbane,100,QLD,2010,Liberal National Party of Queensland
4006,Brisbane,100,QLD,2010,Liberal National Party of Queensland
4007,Lilley,100,QLD,2010,Australian Labor Party
4008,Lilley,100,QLD,2010,Australian Labor Party
4009,Lilley,100,QLD,2010,Australian Labor Party
4010,Lilley,100,QLD,2010,Australian Labor Party
4011,Lilley,100,QLD,2010,Australian Labor Party
4012,Lilley,100,QLD,2010,Australian Labor Party
4013,Lilley,100,QLD,2010,Australian Labor Party
4014,Lilley,100,QLD,2010,Australian Labor Party
4017,Lilley,55.9,QLD,2010,Australian Labor Party
4017,Petrie,44.1,QLD,2010,Australian Labor Party
4018,Lilley,62.6,QLD,2010,Australian Labor Party
4018,Petrie,37.4,QLD,2010,Australian Labor Party
4019,Petrie,100,QLD,2010,Australian Labor Party
4020,Petrie,100,QLD,2010,Australian Labor Party
4021,Petrie,100,QLD,2010,Australian Labor Party
4022,Petrie,100,QLD,2010,Australian Labor Party
4025,Bonner,100,QLD,2010,Liberal National Party of Queensland
4029,Brisbane,100,QLD,2010,Liberal National Party of Queensland
4030,Brisbane,42.8,QLD,2010,Liberal National Party of Queensland
4030,Lilley,57.2,QLD,2010,Australian Labor Party
4031,Lilley,100,QLD,2010,Australian Labor Party
4032,Lilley,52,QLD,2010,Australian Labor Party
4032,Petrie,48,QLD,2010,Australian Labor Party
4034,Lilley,67.8,QLD,2010,Australian Labor Party
4034,Petrie,32.2,QLD,2010,Australian Labor Party
4035,Dickson,71.5,QLD,2010,Liberal National Party of Queensland
4035,Petrie,28.5,QLD,2010,Australian Labor Party
4036,Petrie,100,QLD,2010,Australian Labor Party
4037,Dickson,100,QLD,2010,Liberal National Party of Queensland
4051,Brisbane,100,QLD,2010,Liberal National Party of Queensland
4053,Brisbane,41.7,QLD,2010,Liberal National Party of Queensland
4053,Dickson,13,QLD,2010,Liberal National Party of Queensland
4053,Lilley,4.3,QLD,2010,Australian Labor Party
4053,Petrie,40.9,QLD,2010,Australian Labor Party
4054,Brisbane,52.5,QLD,2010,Liberal National Party of Queensland
4054,Dickson,47.5,QLD,2010,Liberal National Party of Queensland
4055,Brisbane,40.8,QLD,2010,Liberal National Party of Queensland
4055,Dickson,59.2,QLD,2010,Liberal National Party of Queensland
4059,Brisbane,100,QLD,2010,Liberal National Party of Queensland
4060,Brisbane,100,QLD,2010,Liberal National Party of Queensland
4061,Ryan,100,QLD,2010,Liberal National Party of Queensland
4064,Brisbane,96.2,QLD,2010,Liberal National Party of Queensland
4064,Ryan,3.8,QLD,2010,Liberal National Party of Queensland
4065,Brisbane,73.6,QLD,2010,Liberal National Party of Queensland
4065,Ryan,26.4,QLD,2010,Liberal National Party of Queensland
4066,Ryan,100,QLD,2010,Liberal National Party of Queensland
4067,Ryan,100,QLD,2010,Liberal National Party of Queensland
4068,Moreton,13.5,QLD,2010,Australian Labor Party
4068,Ryan,86.5,QLD,2010,Liberal National Party of Queensland
4069,Ryan,100,QLD,2010,Liberal National Party of Queensland
4070,Ryan,100,QLD,2010,Liberal National Party of Queensland
4072,Ryan,100,QLD,2010,Liberal National Party of Queensland
4073,Oxley,100,QLD,2010,Australian Labor Party
4074,Ryan,100,QLD,2010,Liberal National Party of Queensland
4075,Moreton,44.8,QLD,2010,Australian Labor Party
4075,Oxley,55.2,QLD,2010,Australian Labor Party
4076,Oxley,100,QLD,2010,Australian Labor Party
4077,Oxley,100,QLD,2010,Australian Labor Party
4078,Oxley,100,QLD,2010,Australian Labor Party
4101,Griffith,100,QLD,2010,Australian Labor Party
4102,Griffith,100,QLD,2010,Australian Labor Party
4103,Griffith,88,QLD,2010,Australian Labor Party
4103,Moreton,12,QLD,2010,Australian Labor Party
4104,Moreton,100,QLD,2010,Australian Labor Party
4105,Moreton,100,QLD,2010,Australian Labor Party
4106,Moreton,100,QLD,2010,Australian Labor Party
4107,Moreton,100,QLD,2010,Australian Labor Party
4108,Moreton,100,QLD,2010,Australian Labor Party
4109,Moreton,100,QLD,2010,Australian Labor Party
4110,Moreton,0.1,QLD,2010,Australian Labor Party
4110,Oxley,99.9,QLD,2010,Australian Labor Party
4111,Moreton,100,QLD,2010,Australian Labor Party
4112,Moreton,3.9,QLD,2010,Australian Labor Party
4112,Rankin,96.1,QLD,2010,Australian Labor Party
4113,Bonner,13.5,QLD,2010,Liberal National Party of Queensland
4113,Moreton,86,QLD,2010,Australian Labor Party
4113,Rankin,0.4,QLD,2010,Australian Labor Party
4114,Rankin,100,QLD,2010,Australian Labor Party
4115,Moreton,100,QLD,2010,Australian Labor Party
4116,Moreton,90.4,QLD,2010,Australian Labor Party
4116,Rankin,9.6,QLD,2010,Australian Labor Party
4117,Rankin,100,QLD,2010,Australian Labor Party
4118,Oxley,9.3,QLD,2010,Australian Labor Party
4118,Rankin,90.7,QLD,2010,Australian Labor Party
4119,Rankin,100,QLD,2010,Australian Labor Party
4120,Griffith,100,QLD,2010,Australian Labor Party
4121,Bonner,16.5,QLD,2010,Liberal National Party of Queensland
4121,Griffith,51.7,QLD,2010,Australian Labor Party
4121,Moreton,31.8,QLD,2010,Australian Labor Party
4122,Bonner,96.1,QLD,2010,Liberal National Party of Queensland
4122,Griffith,3.9,QLD,2010,Australian Labor Party
4123,Bonner,7.7,QLD,2010,Liberal National Party of Queensland
4123,Rankin,92.3,QLD,2010,Australian Labor Party
4124,Forde,31.4,QLD,2010,Liberal National Party of Queensland
4124,Rankin,68.6,QLD,2010,Australian Labor Party
4125,Forde,71.8,QLD,2010,Liberal National Party of Queensland
4125,Rankin,28.2,QLD,2010,Australian Labor Party
4127,Rankin,100,QLD,2010,Australian Labor Party
4128,Rankin,100,QLD,2010,Australian Labor Party
4129,Forde,77.3,QLD,2010,Liberal National Party of Queensland
4129,Rankin,22.7,QLD,2010,Australian Labor Party
4130,Bowman,100,QLD,2010,Liberal National Party of Queensland
4131,Forde,100,QLD,2010,Liberal National Party of Queensland
4132,Rankin,100,QLD,2010,Australian Labor Party
4133,Forde,100,QLD,2010,Liberal National Party of Queensland
4151,Griffith,100,QLD,2010,Australian Labor Party
4152,Bonner,41.3,QLD,2010,Liberal National Party of Queensland
4152,Griffith,58.7,QLD,2010,Australian Labor Party
4153,Bonner,100,QLD,2010,Liberal National Party of Queensland
4154,Bonner,100,QLD,2010,Liberal National Party of Queensland
4155,Bonner,100,QLD,2010,Liberal National Party of Queensland
4156,Bonner,100,QLD,2010,Liberal National Party of Queensland
4157,Bonner,1.8,QLD,2010,Liberal National Party of Queensland
4157,Bowman,98.2,QLD,2010,Liberal National Party of Queensland
4158,Bowman,100,QLD,2010,Liberal National Party of Queensland
4159,Bowman,100,QLD,2010,Liberal National Party of Queensland
4160,Bowman,100,QLD,2010,Liberal National Party of Queensland
4161,Bowman,100,QLD,2010,Liberal National Party of Queensland
4163,Bowman,100,QLD,2010,Liberal National Party of Queensland
4164,Bowman,100,QLD,2010,Liberal National Party of Queensland
4165,Bowman,100,QLD,2010,Liberal National Party of Queensland
4169,Griffith,100,QLD,2010,Australian Labor Party
4170,Bonner,1.1,QLD,2010,Liberal National Party of Queensland
4170,Griffith,98.9,QLD,2010,Australian Labor Party
4171,Griffith,100,QLD,2010,Australian Labor Party
4172,Bonner,80.5,QLD,2010,Liberal National Party of Queensland
4172,Griffith,19.5,QLD,2010,Australian Labor Party
4173,Bonner,100,QLD,2010,Liberal National Party of Queensland
4174,Bonner,100,QLD,2010,Liberal National Party of Queensland
4178,Bonner,100,QLD,2010,Liberal National Party of Queensland
4179,Bonner,100,QLD,2010,Liberal National Party of Queensland
4183,Bowman,100,QLD,2010,Liberal National Party of Queensland
4184,Bowman,100,QLD,2010,Liberal National Party of Queensland
4205,Forde,100,QLD,2010,Liberal National Party of Queensland
4207,Fadden,3.5,QLD,2010,Liberal National Party of Queensland
4207,Forde,96.5,QLD,2010,Liberal National Party of Queensland
4208,Fadden,40.9,QLD,2010,Liberal National Party of Queensland
4208,Forde,59.1,QLD,2010,Liberal National Party of Queensland
4209,Fadden,82,QLD,2010,Liberal National Party of Queensland
4209,Forde,18,QLD,2010,Liberal National Party of Queensland
4210,Fadden,72.7,QLD,2010,Liberal National Party of Queensland
4210,Forde,27.3,QLD,2010,Liberal National Party of Queensland
4211,Fadden,21.5,QLD,2010,Liberal National Party of Queensland
4211,Forde,5.3,QLD,2010,Liberal National Party of Queensland
4211,Moncrieff,73.2,QLD,2010,Liberal National Party of Queensland
4212,Fadden,100,QLD,2010,Liberal National Party of Queensland
4213,McPherson,69.1,QLD,2010,Liberal National Party of Queensland
4213,Moncrieff,30.9,QLD,2010,Liberal National Party of Queensland
4214,Fadden,64.4,QLD,2010,Liberal National Party of Queensland
4214,Moncrieff,35.6,QLD,2010,Liberal National Party of Queensland
4215,Fadden,63.1,QLD,2010,Liberal National Party of Queensland
4215,Moncrieff,36.9,QLD,2010,Liberal National Party of Queensland
4216,Fadden,100,QLD,2010,Liberal National Party of Queensland
4217,Moncrieff,100,QLD,2010,Liberal National Party of Queensland
4218,Moncrieff,100,QLD,2010,Liberal National Party of Queensland
4219,McPherson,100,QLD,2010,Liberal National Party of Queensland
4220,McPherson,63.6,QLD,2010,Liberal National Party of Queensland
4220,Moncrieff,36.4,QLD,2010,Liberal National Party of Queensland
4221,McPherson,100,QLD,2010,Liberal National Party of Queensland
4223,McPherson,100,QLD,2010,Liberal National Party of Queensland
4224,McPherson,100,QLD,2010,Liberal National Party of Queensland
4225,McPherson,100,QLD,2010,Liberal National Party of Queensland
4226,McPherson,92.6,QLD,2010,Liberal National Party of Queensland
4226,Moncrieff,7.4,QLD,2010,Liberal National Party of Queensland
4227,McPherson,100,QLD,2010,Liberal National Party of Queensland
4228,McPherson,100,QLD,2010,Liberal National Party of Queensland
4229,McPherson,100,QLD,2010,Liberal National Party of Queensland
4230,McPherson,100,QLD,2010,Liberal National Party of Queensland
4270,Forde,100,QLD,2010,Liberal National Party of Queensland
4271,Forde,100,QLD,2010,Liberal National Party of Queensland
4272,Forde,100,QLD,2010,Liberal National Party of Queensland
4275,Forde,100,QLD,2010,Liberal National Party of Queensland
4280,Forde,100,QLD,2010,Liberal National Party of Queensland
4285,Forde,100,QLD,2010,Liberal National Party of Queensland
4287,Forde,100,QLD,2010,Liberal National Party of Queensland
4300,Blair,1.2,QLD,2010,Australian Labor Party
4300,Oxley,98.8,QLD,2010,Australian Labor Party
4301,Oxley,100,QLD,2010,Australian Labor Party
4303,Oxley,100,QLD,2010,Australian Labor Party
4304,Oxley,100,QLD,2010,Australian Labor Party
4305,Blair,85.2,QLD,2010,Australian Labor Party
4305,Oxley,14.8,QLD,2010,Australian Labor Party
4306,Blair,80.4,QLD,2010,Australian Labor Party
4306,Ryan,19.6,QLD,2010,Liberal National Party of Queensland
4307,Blair,53.8,QLD,2010,Australian Labor Party
4307,Forde,46.3,QLD,2010,Liberal National Party of Queensland
4309,Forde,100,QLD,2010,Liberal National Party of Queensland
4310,Forde,100,QLD,2010,Liberal National Party of Queensland
4311,Blair,100,QLD,2010,Australian Labor Party
4312,Blair,100,QLD,2010,Australian Labor Party
4313,Blair,100,QLD,2010,Australian Labor Party
4340,Blair,81.5,QLD,2010,Australian Labor Party
4340,Forde,18.5,QLD,2010,Liberal National Party of Queensland
4341,Blair,100,QLD,2010,Australian Labor Party
4342,Blair,100,QLD,2010,Australian Labor Party
4343,Blair,100,QLD,2010,Australian Labor Party
4344,Blair,100,QLD,2010,Australian Labor Party
4345,Blair,100,QLD,2010,Australian Labor Party
4346,Blair,100,QLD,2010,Australian Labor Party
4347,Blair,100,QLD,2010,Australian Labor Party
4350,Groom,100,QLD,2010,Liberal National Party of Queensland
4352,Blair,22.9,QLD,2010,Australian Labor Party
4352,Groom,67.4,QLD,2010,Liberal National Party of Queensland
4352,Maranoa,9.7,QLD,2010,Liberal National Party of Queensland
4353,Blair,100,QLD,2010,Australian Labor Party
4354,Groom,100,QLD,2010,Liberal National Party of Queensland
4355,Blair,87.8,QLD,2010,Australian Labor Party
4355,Groom,12.2,QLD,2010,Liberal National Party of Queensland
4356,Groom,100,QLD,2010,Liberal National Party of Queensland
4357,Maranoa,100,QLD,2010,Liberal National Party of Queensland
4358,Groom,100,QLD,2010,Liberal National Party of Queensland
4359,Groom,100,QLD,2010,Liberal National Party of Queensland
4360,Groom,100,QLD,2010,Liberal National Party of Queensland
4361,Groom,85.6,QLD,2010,Liberal National Party of Queensland
4361,Maranoa,14.4,QLD,2010,Liberal National Party of Queensland
4362,Maranoa,100,QLD,2010,Liberal National Party of Queensland
4363,Groom,100,QLD,2010,Liberal National Party of Queensland
4364,Groom,100,QLD,2010,Liberal National Party of Queensland
4365,Maranoa,100,QLD,2010,Liberal National Party of Queensland
4370,Maranoa,100,QLD,2010,Liberal National Party of Queensland
4371,Maranoa,100,QLD,2010,Liberal National Party of Queensland
4372,Maranoa,100,QLD,2010,Liberal National Party of Queensland
4373,Maranoa,100,QLD,2010,Liberal National Party of Queensland
4374,Maranoa,100,QLD,2010,Liberal National Party of Queensland
4375,Maranoa,100,QLD,2010,Liberal National Party of Queensland
4376,Maranoa,100,QLD,2010,Liberal National Party of Queensland
4377,Maranoa,100,QLD,2010,Liberal National Party of Queensland
4378,Maranoa,100,QLD,2010,Liberal National Party of Queensland
4380,Maranoa,100,QLD,2010,Liberal National Party of Queensland
4381,Maranoa,100,QLD,2010,Liberal National Party of Queensland
4382,Maranoa,100,QLD,2010,Liberal National Party of Queensland
4383,Maranoa,100,QLD,2010,Liberal National Party of Queensland
4384,Maranoa,100,QLD,2010,Liberal National Party of Queensland
4385,Maranoa,100,QLD,2010,Liberal National Party of Queensland
4387,Maranoa,100,QLD,2010,Liberal National Party of Queensland
4388,Maranoa,100,QLD,2010,Liberal National Party of Queensland
4390,Maranoa,100,QLD,2010,Liberal National Party of Queensland
4400,Groom,100,QLD,2010,Liberal National Party of Queensland
4401,Groom,100,QLD,2010,Liberal National Party of Queensland
4402,Blair,68.8,QLD,2010,Australian Labor Party
4402,Groom,31.2,QLD,2010,Liberal National Party of Queensland
4403,Groom,100,QLD,2010,Liberal National Party of Queensland
4404,Groom,100,QLD,2010,Liberal National Party of Queensland
4405,Groom,1.6,QLD,2010,Liberal National Party of Queensland
