"MEASURE","Data item","REGIONTYPE","Geography Level","ASGS_2016","Region","FREQUENCY","Frequency","TIME","Time","Value","Flag Codes","Flags"
"EMP_OCC_10","Occupation of Employed Persons - Inadequately described (%)","SA3","Statistical Area Level 3","12403","Penrith","A","Annual","2016","2016",1.9,,
"EMP_OCC_2","Managers (%)","SA3","Statistical Area Level 3","12404","Richmond - Windsor","A","Annual","2011","2011",10.7,,
"EMP_OCC_2","Managers (%)","SA3","Statistical Area Level 3","12404","Richmond - Windsor","A","Annual","2016","2016",10.7,,
"EMP_OCC_3","Professionals (%)","SA3","Statistical Area Level 3","12404","Richmond - Windsor","A","Annual","2011","2011",14,,
"EMP_OCC_3","Professionals (%)","SA3","Statistical Area Level 3","12404","Richmond - Windsor","A","Annual","2016","2016",13.7,,
"EMP_OCC_4","Technicians and trades workers (%)","SA3","Statistical Area Level 3","12404","Richmond - Windsor","A","Annual","2011","2011",18.5,,
"EMP_OCC_4","Technicians and trades workers (%)","SA3","Statistical Area Level 3","12404","Richmond - Windsor","A","Annual","2016","2016",18.2,,
"EMP_OCC_5","Community and personal service workers (%)","SA3","Statistical Area Level 3","12404","Richmond - Windsor","A","Annual","2011","2011",10.5,,
"EMP_OCC_5","Community and personal service workers (%)","SA3","Statistical Area Level 3","12404","Richmond - Windsor","A","Annual","2016","2016",10.9,,
"EMP_OCC_6","Clerical and administrative workers (%)","SA3","Statistical Area Level 3","12404","Richmond - Windsor","A","Annual","2011","2011",15.2,,
"EMP_OCC_6","Clerical and administrative workers (%)","SA3","Statistical Area Level 3","12404","Richmond - Windsor","A","Annual","2016","2016",14.7,,
"EMP_OCC_7","Sales workers (%)","SA3","Statistical Area Level 3","12404","Richmond - Windsor","A","Annual","2011","2011",9.3,,
"EMP_OCC_7","Sales workers (%)","SA3","Statistical Area Level 3","12404","Richmond - Windsor","A","Annual","2016","2016",9.3,,
"EMP_OCC_8","Machinery operators and drivers (%)","SA3","Statistical Area Level 3","12404","Richmond - Windsor","A","Annual","2011","2011",9.9,,
"EMP_OCC_8","Machinery operators and drivers (%)","SA3","Statistical Area Level 3","12404","Richmond - Windsor","A","Annual","2016","2016",10.1,,
"EMP_OCC_9","Labourers (%)","SA3","Statistical Area Level 3","12404","Richmond - Windsor","A","Annual","2011","2011",10.1,,
"EMP_OCC_9","Labourers (%)","SA3","Statistical Area Level 3","12404","Richmond - Windsor","A","Annual","2016","2016",10.6,,
"EMP_OCC_10","Occupation of Employed Persons - Inadequately described (%)","SA3","Statistical Area Level 3","12404","Richmond - Windsor","A","Annual","2011","2011",1.8,,
"EMP_OCC_10","Occupation of Employed Persons - Inadequately described (%)","SA3","Statistical Area Level 3","12404","Richmond - Windsor","A","Annual","2016","2016",1.8,,
"EMP_OCC_2","Managers (%)","SA3","Statistical Area Level 3","12405","St Marys","A","Annual","2011","2011",8.3,,
"EMP_OCC_2","Managers (%)","SA3","Statistical Area Level 3","12405","St Marys","A","Annual","2016","2016",8.1,,
"EMP_OCC_3","Professionals (%)","SA3","Statistical Area Level 3","12405","St Marys","A","Annual","2011","2011",11.1,,
"EMP_OCC_3","Professionals (%)","SA3","Statistical Area Level 3","12405","St Marys","A","Annual","2016","2016",11.7,,
"EMP_OCC_4","Technicians and trades workers (%)","SA3","Statistical Area Level 3","12405","St Marys","A","Annual","2011","2011",15.3,,
"EMP_OCC_4","Technicians and trades workers (%)","SA3","Statistical Area Level 3","12405","St Marys","A","Annual","2016","2016",14.6,,
"EMP_OCC_5","Community and personal service workers (%)","SA3","Statistical Area Level 3","12405","St Marys","A","Annual","2011","2011",9.6,,
"EMP_OCC_5","Community and personal service workers (%)","SA3","Statistical Area Level 3","12405","St Marys","A","Annual","2016","2016",10.4,,
"EMP_OCC_6","Clerical and administrative workers (%)","SA3","Statistical Area Level 3","12405","St Marys","A","Annual","2011","2011",19.5,,
"EMP_OCC_6","Clerical and administrative workers (%)","SA3","Statistical Area Level 3","12405","St Marys","A","Annual","2016","2016",17.7,,
"EMP_OCC_7","Sales workers (%)","SA3","Statistical Area Level 3","12405","St Marys","A","Annual","2011","2011",9.7,,
"EMP_OCC_7","Sales workers (%)","SA3","Statistical Area Level 3","12405","St Marys","A","Annual","2016","2016",9.6,,
"EMP_OCC_8","Machinery operators and drivers (%)","SA3","Statistical Area Level 3","12405","St Marys","A","Annual","2011","2011",13.3,,
"EMP_OCC_8","Machinery operators and drivers (%)","SA3","Statistical Area Level 3","12405","St Marys","A","Annual","2016","2016",14.2,,
"EMP_OCC_9","Labourers (%)","SA3","Statistical Area Level 3","12405","St Marys","A","Annual","2011","2011",11.2,,
"EMP_OCC_9","Labourers (%)","SA3","Statistical Area Level 3","12405","St Marys","A","Annual","2016","2016",11.5,,
"EMP_OCC_10","Occupation of Employed Persons - Inadequately described (%)","SA3","Statistical Area Level 3","12405","St Marys","A","Annual","2011","2011",2.1,,
"EMP_OCC_10","Occupation of Employed Persons - Inadequately described (%)","SA3","Statistical Area Level 3","12405","St Marys","A","Annual","2016","2016",2,,
"EMP_OCC_2","Managers (%)","SA3","Statistical Area Level 3","12501","Auburn","A","Annual","2011","2011",9.5,,
"EMP_OCC_2","Managers (%)","SA3","Statistical Area Level 3","12501","Auburn","A","Annual","2016","2016",9.9,,
"EMP_OCC_3","Professionals (%)","SA3","Statistical Area Level 3","12501","Auburn","A","Annual","2011","2011",20.7,,
"EMP_OCC_3","Professionals (%)","SA3","Statistical Area Level 3","12501","Auburn","A","Annual","2016","2016",20.4,,
"EMP_OCC_4","Technicians and trades workers (%)","SA3","Statistical Area Level 3","12501","Auburn","A","Annual","2011","2011",14.3,,
"EMP_OCC_4","Technicians and trades workers (%)","SA3","Statistical Area Level 3","12501","Auburn","A","Annual","2016","2016",15.5,,
"EMP_OCC_5","Community and personal service workers (%)","SA3","Statistical Area Level 3","12501","Auburn","A","Annual","2011","2011",8.3,,
"EMP_OCC_5","Community and personal service workers (%)","SA3","Statistical Area Level 3","12501","Auburn","A","Annual","2016","2016",9.4,,
"EMP_OCC_6","Clerical and administrative workers (%)","SA3","Statistical Area Level 3","12501","Auburn","A","Annual","2011","2011",14.3,,
"EMP_OCC_6","Clerical and administrative workers (%)","SA3","Statistical Area Level 3","12501","Auburn","A","Annual","2016","2016",12.2,,
"EMP_OCC_7","Sales workers (%)","SA3","Statistical Area Level 3","12501","Auburn","A","Annual","2011","2011",8.7,,
"EMP_OCC_7","Sales workers (%)","SA3","Statistical Area Level 3","12501","Auburn","A","Annual","2016","2016",9.2,,
"EMP_OCC_8","Machinery operators and drivers (%)","SA3","Statistical Area Level 3","12501","Auburn","A","Annual","2011","2011",8.1,,
"EMP_OCC_8","Machinery operators and drivers (%)","SA3","Statistical Area Level 3","12501","Auburn","A","Annual","2016","2016",7.1,,
"EMP_OCC_9","Labourers (%)","SA3","Statistical Area Level 3","12501","Auburn","A","Annual","2011","2011",12.9,,
"EMP_OCC_9","Labourers (%)","SA3","Statistical Area Level 3","12501","Auburn","A","Annual","2016","2016",13.1,,
"EMP_OCC_10","Occupation of Employed Persons - Inadequately described (%)","SA3","Statistical Area Level 3","12501","Auburn","A","Annual","2011","2011",3.1,,
"EMP_OCC_10","Occupation of Employed Persons - Inadequately described (%)","SA3","Statistical Area Level 3","12501","Auburn","A","Annual","2016","2016",3.1,,
"EMP_OCC_2","Managers (%)","SA3","Statistical Area Level 3","12502","Carlingford","A","Annual","2011","2011",13.4,,
"EMP_OCC_2","Managers (%)","SA3","Statistical Area Level 3","12502","Carlingford","A","Annual","2016","2016",13.2,,
"EMP_OCC_3","Professionals (%)","SA3","Statistical Area Level 3","12502","Carlingford","A","Annual","2011","2011",27.6,,
"EMP_OCC_3","Professionals (%)","SA3","Statistical Area Level 3","12502","Carlingford","A","Annual","2016","2016",28.7,,
"EMP_OCC_4","Technicians and trades workers (%)","SA3","Statistical Area Level 3","12502","Carlingford","A","Annual","2011","2011",12.2,,
"EMP_OCC_4","Technicians and trades workers (%)","SA3","Statistical Area Level 3","12502","Carlingford","A","Annual","2016","2016",11.8,,
"EMP_OCC_5","Community and personal service workers (%)","SA3","Statistical Area Level 3","12502","Carlingford","A","Annual","2011","2011",7.8,,
"EMP_OCC_5","Community and personal service workers (%)","SA3","Statistical Area Level 3","12502","Carlingford","A","Annual","2016","2016",8.6,,
"EMP_OCC_6","Clerical and administrative workers (%)","SA3","Statistical Area Level 3","12502","Carlingford","A","Annual","2011","2011",17.3,,
"EMP_OCC_6","Clerical and administrative workers (%)","SA3","Statistical Area Level 3","12502","Carlingford","A","Annual","2016","2016",15.9,,
"EMP_OCC_7","Sales workers (%)","SA3","Statistical Area Level 3","12502","Carlingford","A","Annual","2011","2011",8.8,,
"EMP_OCC_7","Sales workers (%)","SA3","Statistical Area Level 3","12502","Carlingford","A","Annual","2016","2016",9.1,,
"EMP_OCC_8","Machinery operators and drivers (%)","SA3","Statistical Area Level 3","12502","Carlingford","A","Annual","2011","2011",4.4,,
"EMP_OCC_8","Machinery operators and drivers (%)","SA3","Statistical Area Level 3","12502","Carlingford","A","Annual","2016","2016",4.4,,
"EMP_OCC_9","Labourers (%)","SA3","Statistical Area Level 3","12502","Carlingford","A","Annual","2011","2011",6.4,,
"EMP_OCC_9","Labourers (%)","SA3","Statistical Area Level 3","12502","Carlingford","A","Annual","2016","2016",6.6,,
"EMP_OCC_10","Occupation of Employed Persons - Inadequately described (%)","SA3","Statistical Area Level 3","12502","Carlingford","A","Annual","2011","2011",2,,
"EMP_OCC_10","Occupation of Employed Persons - Inadequately described (%)","SA3","Statistical Area Level 3","12502","Carlingford","A","Annual","2016","2016",1.9,,
"EMP_OCC_2","Managers (%)","SA3","Statistical Area Level 3","12503","Merrylands - Guildford","A","Annual","2011","2011",8.9,,
"EMP_OCC_2","Managers (%)","SA3","Statistical Area Level 3","12503","Merrylands - Guildford","A","Annual","2016","2016",9.2,,
"EMP_OCC_3","Professionals (%)","SA3","Statistical Area Level 3","12503","Merrylands - Guildford","A","Annual","2011","2011",16.6,,
"EMP_OCC_3","Professionals (%)","SA3","Statistical Area Level 3","12503","Merrylands - Guildford","A","Annual","2016","2016",17,,
"EMP_OCC_4","Technicians and trades workers (%)","SA3","Statistical Area Level 3","12503","Merrylands - Guildford","A","Annual","2011","2011",15.8,,
"EMP_OCC_4","Technicians and trades workers (%)","SA3","Statistical Area Level 3","12503","Merrylands - Guildford","A","Annual","2016","2016",15.5,,
"EMP_OCC_5","Community and personal service workers (%)","SA3","Statistical Area Level 3","12503","Merrylands - Guildford","A","Annual","2011","2011",8.6,,
"EMP_OCC_5","Community and personal service workers (%)","SA3","Statistical Area Level 3","12503","Merrylands - Guildford","A","Annual","2016","2016",10.1,,
"EMP_OCC_6","Clerical and administrative workers (%)","SA3","Statistical Area Level 3","12503","Merrylands - Guildford","A","Annual","2011","2011",17.8,,
"EMP_OCC_6","Clerical and administrative workers (%)","SA3","Statistical Area Level 3","12503","Merrylands - Guildford","A","Annual","2016","2016",15.5,,
"EMP_OCC_7","Sales workers (%)","SA3","Statistical Area Level 3","12503","Merrylands - Guildford","A","Annual","2011","2011",9.2,,
"EMP_OCC_7","Sales workers (%)","SA3","Statistical Area Level 3","12503","Merrylands - Guildford","A","Annual","2016","2016",9.5,,
"EMP_OCC_8","Machinery operators and drivers (%)","SA3","Statistical Area Level 3","12503","Merrylands - Guildford","A","Annual","2011","2011",9.7,,
"EMP_OCC_8","Machinery operators and drivers (%)","SA3","Statistical Area Level 3","12503","Merrylands - Guildford","A","Annual","2016","2016",9.3,,
"EMP_OCC_9","Labourers (%)","SA3","Statistical Area Level 3","12503","Merrylands - Guildford","A","Annual","2011","2011",10.8,,
"EMP_OCC_9","Labourers (%)","SA3","Statistical Area Level 3","12503","Merrylands - Guildford","A","Annual","2016","2016",11.1,,
"EMP_OCC_10","Occupation of Employed Persons - Inadequately described (%)","SA3","Statistical Area Level 3","12503","Merrylands - Guildford","A","Annual","2011","2011",2.6,,
"EMP_OCC_10","Occupation of Employed Persons - Inadequately described (%)","SA3","Statistical Area Level 3","12503","Merrylands - Guildford","A","Annual","2016","2016",2.8,,
"EMP_OCC_2","Managers (%)","SA3","Statistical Area Level 3","12504","Parramatta","A","Annual","2011","2011",10.4,,
"EMP_OCC_2","Managers (%)","SA3","Statistical Area Level 3","12504","Parramatta","A","Annual","2016","2016",11.1,,
"EMP_OCC_3","Professionals (%)","SA3","Statistical Area Level 3","12504","Parramatta","A","Annual","2011","2011",27.6,,
"EMP_OCC_3","Professionals (%)","SA3","Statistical Area Level 3","12504","Parramatta","A","Annual","2016","2016",31.1,,
"EMP_OCC_4","Technicians and trades workers (%)","SA3","Statistical Area Level 3","12504","Parramatta","A","Annual","2011","2011",11.5,,
"EMP_OCC_4","Technicians and trades workers (%)","SA3","Statistical Area Level 3","12504","Parramatta","A","Annual","2016","2016",10.2,,
"EMP_OCC_5","Community and personal service workers (%)","SA3","Statistical Area Level 3","12504","Parramatta","A","Annual","2011","2011",8.2,,
"EMP_OCC_5","Community and personal service workers (%)","SA3","Statistical Area Level 3","12504","Parramatta","A","Annual","2016","2016",8.3,,
"EMP_OCC_6","Clerical and administrative workers (%)","SA3","Statistical Area Level 3","12504","Parramatta","A","Annual","2011","2011",17.7,,
"EMP_OCC_6","Clerical and administrative workers (%)","SA3","Statistical Area Level 3","12504","Parramatta","A","Annual","2016","2016",15.4,,
"EMP_OCC_7","Sales workers (%)","SA3","Statistical Area Level 3","12504","Parramatta","A","Annual","2011","2011",8.5,,
"EMP_OCC_7","Sales workers (%)","SA3","Statistical Area Level 3","12504","Parramatta","A","Annual","2016","2016",8,,
"EMP_OCC_8","Machinery operators and drivers (%)","SA3","Statistical Area Level 3","12504","Parramatta","A","Annual","2011","2011",6.2,,
"EMP_OCC_8","Machinery operators and drivers (%)","SA3","Statistical Area Level 3","12504","Parramatta","A","Annual","2016","2016",6.1,,
"EMP_OCC_9","Labourers (%)","SA3","Statistical Area Level 3","12504","Parramatta","A","Annual","2011","2011",7.9,,
"EMP_OCC_9","Labourers (%)","SA3","Statistical Area Level 3","12504","Parramatta","A","Annual","2016","2016",7.6,,
"EMP_OCC_10","Occupation of Employed Persons - Inadequately described (%)","SA3","Statistical Area Level 3","12504","Parramatta","A","Annual","2011","2011",2,,
"EMP_OCC_10","Occupation of Employed Persons - Inadequately described (%)","SA3","Statistical Area Level 3","12504","Parramatta","A","Annual","2016","2016",2.1,,
"EMP_OCC_2","Managers (%)","SA3","Statistical Area Level 3","12601","Pennant Hills - Epping","A","Annual","2011","2011",15.4,,
"EMP_OCC_2","Managers (%)","SA3","Statistical Area Level 3","12601","Pennant Hills - Epping","A","Annual","2016","2016",15.6,,
"EMP_OCC_3","Professionals (%)","SA3","Statistical Area Level 3","12601","Pennant Hills - Epping","A","Annual","2011","2011",39.2,,
"EMP_OCC_3","Professionals (%)","SA3","Statistical Area Level 3","12601","Pennant Hills - Epping","A","Annual","2016","2016",39.9,,
"EMP_OCC_4","Technicians and trades workers (%)","SA3","Statistical Area Level 3","12601","Pennant Hills - Epping","A","Annual","2011","2011",7.9,,
"EMP_OCC_4","Technicians and trades workers (%)","SA3","Statistical Area Level 3","12601","Pennant Hills - Epping","A","Annual","2016","2016",7.4,,
"EMP_OCC_5","Community and personal service workers (%)","SA3","Statistical Area Level 3","12601","Pennant Hills - Epping","A","Annual","2011","2011",7,,
"EMP_OCC_5","Community and personal service workers (%)","SA3","Statistical Area Level 3","12601","Pennant Hills - Epping","A","Annual","2016","2016",7.7,,
"EMP_OCC_6","Clerical and administrative workers (%)","SA3","Statistical Area Level 3","12601","Pennant Hills - Epping","A","Annual","2011","2011",15.6,,
"EMP_OCC_6","Clerical and administrative workers (%)","SA3","Statistical Area Level 3","12601","Pennant Hills - Epping","A","Annual","2016","2016",14,,
"EMP_OCC_7","Sales workers (%)","SA3","Statistical Area Level 3","12601","Pennant Hills - Epping","A","Annual","2011","2011",7.9,,
"EMP_OCC_7","Sales workers (%)","SA3","Statistical Area Level 3","12601","Pennant Hills - Epping","A","Annual","2016","2016",7.8,,
"EMP_OCC_8","Machinery operators and drivers (%)","SA3","Statistical Area Level 3","12601","Pennant Hills - Epping","A","Annual","2011","2011",1.7,,
"EMP_OCC_8","Machinery operators and drivers (%)","SA3","Statistical Area Level 3","12601","Pennant Hills - Epping","A","Annual","2016","2016",1.9,,
