"MEASURE","Data item","REGIONTYPE","Geography Level","ASGS_2016","Region","FREQUENCY","Frequency","TIME","Time","Value","Flag Codes","Flags"
"LF_2","Labour Force (no. )","SA3","Statistical Area Level 3","40106","Prospect - Walkerville","A","Annual","2016","2016",14935,,
"LF_3","Unemployed (no. )","SA3","Statistical Area Level 3","40106","Prospect - Walkerville","A","Annual","2011","2011",649,,
"LF_3","Unemployed (no. )","SA3","Statistical Area Level 3","40106","Prospect - Walkerville","A","Annual","2016","2016",935,,
"LF_4","Unemployment rate (%)","SA3","Statistical Area Level 3","40106","Prospect - Walkerville","A","Annual","2011","2011",4.5,,
"LF_4","Unemployment rate (%)","SA3","Statistical Area Level 3","40106","Prospect - Walkerville","A","Annual","2016","2016",6.3,,
"LF_5","Participation rate (%)","SA3","Statistical Area Level 3","40106","Prospect - Walkerville","A","Annual","2011","2011",64.1,,
"LF_5","Participation rate (%)","SA3","Statistical Area Level 3","40106","Prospect - Walkerville","A","Annual","2016","2016",63.6,,
"LF_2","Labour Force (no. )","SA3","Statistical Area Level 3","40107","Unley","A","Annual","2011","2011",19825,,
"LF_2","Labour Force (no. )","SA3","Statistical Area Level 3","40107","Unley","A","Annual","2016","2016",19637,,
"LF_3","Unemployed (no. )","SA3","Statistical Area Level 3","40107","Unley","A","Annual","2011","2011",924,,
"LF_3","Unemployed (no. )","SA3","Statistical Area Level 3","40107","Unley","A","Annual","2016","2016",1146,,
"LF_4","Unemployment rate (%)","SA3","Statistical Area Level 3","40107","Unley","A","Annual","2011","2011",4.7,,
"LF_4","Unemployment rate (%)","SA3","Statistical Area Level 3","40107","Unley","A","Annual","2016","2016",5.8,,
"LF_5","Participation rate (%)","SA3","Statistical Area Level 3","40107","Unley","A","Annual","2011","2011",64.1,,
"LF_5","Participation rate (%)","SA3","Statistical Area Level 3","40107","Unley","A","Annual","2016","2016",61.9,,
"LF_2","Labour Force (no. )","SA3","Statistical Area Level 3","40201","Gawler - Two Wells","A","Annual","2011","2011",15742,,
"LF_2","Labour Force (no. )","SA3","Statistical Area Level 3","40201","Gawler - Two Wells","A","Annual","2016","2016",16945,,
"LF_3","Unemployed (no. )","SA3","Statistical Area Level 3","40201","Gawler - Two Wells","A","Annual","2011","2011",836,,
"LF_3","Unemployed (no. )","SA3","Statistical Area Level 3","40201","Gawler - Two Wells","A","Annual","2016","2016",1280,,
"LF_4","Unemployment rate (%)","SA3","Statistical Area Level 3","40201","Gawler - Two Wells","A","Annual","2011","2011",5.3,,
"LF_4","Unemployment rate (%)","SA3","Statistical Area Level 3","40201","Gawler - Two Wells","A","Annual","2016","2016",7.6,,
"LF_5","Participation rate (%)","SA3","Statistical Area Level 3","40201","Gawler - Two Wells","A","Annual","2011","2011",62.3,,
"LF_5","Participation rate (%)","SA3","Statistical Area Level 3","40201","Gawler - Two Wells","A","Annual","2016","2016",60.4,,
"LF_2","Labour Force (no. )","SA3","Statistical Area Level 3","40202","Playford","A","Annual","2011","2011",34022,,
"LF_2","Labour Force (no. )","SA3","Statistical Area Level 3","40202","Playford","A","Annual","2016","2016",37628,,
"LF_3","Unemployed (no. )","SA3","Statistical Area Level 3","40202","Playford","A","Annual","2011","2011",3237,,
"LF_3","Unemployed (no. )","SA3","Statistical Area Level 3","40202","Playford","A","Annual","2016","2016",4794,,
"LF_4","Unemployment rate (%)","SA3","Statistical Area Level 3","40202","Playford","A","Annual","2011","2011",9.5,,
"LF_4","Unemployment rate (%)","SA3","Statistical Area Level 3","40202","Playford","A","Annual","2016","2016",12.7,,
"LF_5","Participation rate (%)","SA3","Statistical Area Level 3","40202","Playford","A","Annual","2011","2011",55.3,,
"LF_5","Participation rate (%)","SA3","Statistical Area Level 3","40202","Playford","A","Annual","2016","2016",54.1,,
"LF_2","Labour Force (no. )","SA3","Statistical Area Level 3","40203","Port Adelaide - East","A","Annual","2011","2011",28241,,
"LF_2","Labour Force (no. )","SA3","Statistical Area Level 3","40203","Port Adelaide - East","A","Annual","2016","2016",32208,,
"LF_3","Unemployed (no. )","SA3","Statistical Area Level 3","40203","Port Adelaide - East","A","Annual","2011","2011",1929,,
"LF_3","Unemployed (no. )","SA3","Statistical Area Level 3","40203","Port Adelaide - East","A","Annual","2016","2016",3033,,
"LF_4","Unemployment rate (%)","SA3","Statistical Area Level 3","40203","Port Adelaide - East","A","Annual","2011","2011",6.8,,
"LF_4","Unemployment rate (%)","SA3","Statistical Area Level 3","40203","Port Adelaide - East","A","Annual","2016","2016",9.4,,
"LF_5","Participation rate (%)","SA3","Statistical Area Level 3","40203","Port Adelaide - East","A","Annual","2011","2011",56.3,,
"LF_5","Participation rate (%)","SA3","Statistical Area Level 3","40203","Port Adelaide - East","A","Annual","2016","2016",57.6,,
"LF_2","Labour Force (no. )","SA3","Statistical Area Level 3","40204","Salisbury","A","Annual","2011","2011",61026,,
"LF_2","Labour Force (no. )","SA3","Statistical Area Level 3","40204","Salisbury","A","Annual","2016","2016",63516,,
"LF_3","Unemployed (no. )","SA3","Statistical Area Level 3","40204","Salisbury","A","Annual","2011","2011",4417,,
"LF_3","Unemployed (no. )","SA3","Statistical Area Level 3","40204","Salisbury","A","Annual","2016","2016",6366,,
"LF_4","Unemployment rate (%)","SA3","Statistical Area Level 3","40204","Salisbury","A","Annual","2011","2011",7.2,,
"LF_4","Unemployment rate (%)","SA3","Statistical Area Level 3","40204","Salisbury","A","Annual","2016","2016",10,,
"LF_5","Participation rate (%)","SA3","Statistical Area Level 3","40204","Salisbury","A","Annual","2011","2011",59.7,,
"LF_5","Participation rate (%)","SA3","Statistical Area Level 3","40204","Salisbury","A","Annual","2016","2016",57.9,,
"LF_2","Labour Force (no. )","SA3","Statistical Area Level 3","40205","Tea Tree Gully","A","Annual","2011","2011",48932,,
"LF_2","Labour Force (no. )","SA3","Statistical Area Level 3","40205","Tea Tree Gully","A","Annual","2016","2016",48481,,
"LF_3","Unemployed (no. )","SA3","Statistical Area Level 3","40205","Tea Tree Gully","A","Annual","2011","2011",2285,,
"LF_3","Unemployed (no. )","SA3","Statistical Area Level 3","40205","Tea Tree Gully","A","Annual","2016","2016",3124,,
"LF_4","Unemployment rate (%)","SA3","Statistical Area Level 3","40205","Tea Tree Gully","A","Annual","2011","2011",4.7,,
"LF_4","Unemployment rate (%)","SA3","Statistical Area Level 3","40205","Tea Tree Gully","A","Annual","2016","2016",6.4,,
"LF_5","Participation rate (%)","SA3","Statistical Area Level 3","40205","Tea Tree Gully","A","Annual","2011","2011",65.2,,
"LF_5","Participation rate (%)","SA3","Statistical Area Level 3","40205","Tea Tree Gully","A","Annual","2016","2016",62.8,,
"LF_2","Labour Force (no. )","SA3","Statistical Area Level 3","40301","Holdfast Bay","A","Annual","2011","2011",17148,,
"LF_2","Labour Force (no. )","SA3","Statistical Area Level 3","40301","Holdfast Bay","A","Annual","2016","2016",17055,,
"LF_3","Unemployed (no. )","SA3","Statistical Area Level 3","40301","Holdfast Bay","A","Annual","2011","2011",792,,
"LF_3","Unemployed (no. )","SA3","Statistical Area Level 3","40301","Holdfast Bay","A","Annual","2016","2016",949,,
"LF_4","Unemployment rate (%)","SA3","Statistical Area Level 3","40301","Holdfast Bay","A","Annual","2011","2011",4.6,,
"LF_4","Unemployment rate (%)","SA3","Statistical Area Level 3","40301","Holdfast Bay","A","Annual","2016","2016",5.6,,
"LF_5","Participation rate (%)","SA3","Statistical Area Level 3","40301","Holdfast Bay","A","Annual","2011","2011",59.3,,
"LF_5","Participation rate (%)","SA3","Statistical Area Level 3","40301","Holdfast Bay","A","Annual","2016","2016",58.4,,
"LF_2","Labour Force (no. )","SA3","Statistical Area Level 3","40302","Marion","A","Annual","2011","2011",43272,,
"LF_2","Labour Force (no. )","SA3","Statistical Area Level 3","40302","Marion","A","Annual","2016","2016",45779,,
"LF_3","Unemployed (no. )","SA3","Statistical Area Level 3","40302","Marion","A","Annual","2011","2011",2318,,
"LF_3","Unemployed (no. )","SA3","Statistical Area Level 3","40302","Marion","A","Annual","2016","2016",3213,,
"LF_4","Unemployment rate (%)","SA3","Statistical Area Level 3","40302","Marion","A","Annual","2011","2011",5.4,,
"LF_4","Unemployment rate (%)","SA3","Statistical Area Level 3","40302","Marion","A","Annual","2016","2016",7,,
"LF_5","Participation rate (%)","SA3","Statistical Area Level 3","40302","Marion","A","Annual","2011","2011",61.2,,
"LF_5","Participation rate (%)","SA3","Statistical Area Level 3","40302","Marion","A","Annual","2016","2016",60.7,,
"LF_2","Labour Force (no. )","SA3","Statistical Area Level 3","40303","Mitcham","A","Annual","2011","2011",31973,,
"LF_2","Labour Force (no. )","SA3","Statistical Area Level 3","40303","Mitcham","A","Annual","2016","2016",32214,,
"LF_3","Unemployed (no. )","SA3","Statistical Area Level 3","40303","Mitcham","A","Annual","2011","2011",1421,,
"LF_3","Unemployed (no. )","SA3","Statistical Area Level 3","40303","Mitcham","A","Annual","2016","2016",1930,,
"LF_4","Unemployment rate (%)","SA3","Statistical Area Level 3","40303","Mitcham","A","Annual","2011","2011",4.4,,
"LF_4","Unemployment rate (%)","SA3","Statistical Area Level 3","40303","Mitcham","A","Annual","2016","2016",6,,
"LF_5","Participation rate (%)","SA3","Statistical Area Level 3","40303","Mitcham","A","Annual","2011","2011",62.8,,
"LF_5","Participation rate (%)","SA3","Statistical Area Level 3","40303","Mitcham","A","Annual","2016","2016",61.5,,
"LF_2","Labour Force (no. )","SA3","Statistical Area Level 3","40304","Onkaparinga","A","Annual","2011","2011",81374,,
"LF_2","Labour Force (no. )","SA3","Statistical Area Level 3","40304","Onkaparinga","A","Annual","2016","2016",81794,,
"LF_3","Unemployed (no. )","SA3","Statistical Area Level 3","40304","Onkaparinga","A","Annual","2011","2011",4806,,
"LF_3","Unemployed (no. )","SA3","Statistical Area Level 3","40304","Onkaparinga","A","Annual","2016","2016",6254,,
"LF_4","Unemployment rate (%)","SA3","Statistical Area Level 3","40304","Onkaparinga","A","Annual","2011","2011",5.9,,
"LF_4","Unemployment rate (%)","SA3","Statistical Area Level 3","40304","Onkaparinga","A","Annual","2016","2016",7.6,,
"LF_5","Participation rate (%)","SA3","Statistical Area Level 3","40304","Onkaparinga","A","Annual","2011","2011",62.9,,
"LF_5","Participation rate (%)","SA3","Statistical Area Level 3","40304","Onkaparinga","A","Annual","2016","2016",59.9,,
"LF_2","Labour Force (no. )","SA3","Statistical Area Level 3","40401","Charles Sturt","A","Annual","2011","2011",49779,,
"LF_2","Labour Force (no. )","SA3","Statistical Area Level 3","40401","Charles Sturt","A","Annual","2016","2016",53926,,
"LF_3","Unemployed (no. )","SA3","Statistical Area Level 3","40401","Charles Sturt","A","Annual","2011","2011",2803,,
"LF_3","Unemployed (no. )","SA3","Statistical Area Level 3","40401","Charles Sturt","A","Annual","2016","2016",3844,,
"LF_4","Unemployment rate (%)","SA3","Statistical Area Level 3","40401","Charles Sturt","A","Annual","2011","2011",5.6,,
"LF_4","Unemployment rate (%)","SA3","Statistical Area Level 3","40401","Charles Sturt","A","Annual","2016","2016",7.1,,
"LF_5","Participation rate (%)","SA3","Statistical Area Level 3","40401","Charles Sturt","A","Annual","2011","2011",57.9,,
"LF_5","Participation rate (%)","SA3","Statistical Area Level 3","40401","Charles Sturt","A","Annual","2016","2016",58.8,,
"LF_2","Labour Force (no. )","SA3","Statistical Area Level 3","40402","Port Adelaide - West","A","Annual","2011","2011",26791,,
"LF_2","Labour Force (no. )","SA3","Statistical Area Level 3","40402","Port Adelaide - West","A","Annual","2016","2016",27718,,
"LF_3","Unemployed (no. )","SA3","Statistical Area Level 3","40402","Port Adelaide - West","A","Annual","2011","2011",1793,,
"LF_3","Unemployed (no. )","SA3","Statistical Area Level 3","40402","Port Adelaide - West","A","Annual","2016","2016",2566,,
"LF_4","Unemployment rate (%)","SA3","Statistical Area Level 3","40402","Port Adelaide - West","A","Annual","2011","2011",6.7,,
"LF_4","Unemployment rate (%)","SA3","Statistical Area Level 3","40402","Port Adelaide - West","A","Annual","2016","2016",9.3,,
"LF_5","Participation rate (%)","SA3","Statistical Area Level 3","40402","Port Adelaide - West","A","Annual","2011","2011",56.9,,
"LF_5","Participation rate (%)","SA3","Statistical Area Level 3","40402","Port Adelaide - West","A","Annual","2016","2016",56.7,,
"LF_2","Labour Force (no. )","SA3","Statistical Area Level 3","40403","West Torrens","A","Annual","2011","2011",29856,,
"LF_2","Labour Force (no. )","SA3","Statistical Area Level 3","40403","West Torrens","A","Annual","2016","2016",31823,,
"LF_3","Unemployed (no. )","SA3","Statistical Area Level 3","40403","West Torrens","A","Annual","2011","2011",1700,,
"LF_3","Unemployed (no. )","SA3","Statistical Area Level 3","40403","West Torrens","A","Annual","2016","2016",2373,,
"LF_4","Unemployment rate (%)","SA3","Statistical Area Level 3","40403","West Torrens","A","Annual","2011","2011",5.7,,
"LF_4","Unemployment rate (%)","SA3","Statistical Area Level 3","40403","West Torrens","A","Annual","2016","2016",7.5,,
"LF_5","Participation rate (%)","SA3","Statistical Area Level 3","40403","West Torrens","A","Annual","2011","2011",60.5,,
"LF_5","Participation rate (%)","SA3","Statistical Area Level 3","40403","West Torrens","A","Annual","2016","2016",61,,
"LF_2","Labour Force (no. )","SA3","Statistical Area Level 3","40501","Barossa","A","Annual","2011","2011",16937,,
"LF_2","Labour Force (no. )","SA3","Statistical Area Level 3","40501","Barossa","A","Annual","2016","2016",17644,,
"LF_3","Unemployed (no. )","SA3","Statistical Area Level 3","40501","Barossa","A","Annual","2011","2011",671,,
"LF_3","Unemployed (no. )","SA3","Statistical Area Level 3","40501","Barossa","A","Annual","2016","2016",881,,
"LF_4","Unemployment rate (%)","SA3","Statistical Area Level 3","40501","Barossa","A","Annual","2011","2011",4,,
"LF_4","Unemployment rate (%)","SA3","Statistical Area Level 3","40501","Barossa","A","Annual","2016","2016",5,,
"LF_5","Participation rate (%)","SA3","Statistical Area Level 3","40501","Barossa","A","Annual","2011","2011",63.7,,
"LF_5","Participation rate (%)","SA3","Statistical Area Level 3","40501","Barossa","A","Annual","2016","2016",61.4,,
"LF_2","Labour Force (no. )","SA3","Statistical Area Level 3","40502","Lower North","A","Annual","2011","2011",10174,,
"LF_2","Labour Force (no. )","SA3","Statistical Area Level 3","40502","Lower North","A","Annual","2016","2016",10084,,
"LF_3","Unemployed (no. )","SA3","Statistical Area Level 3","40502","Lower North","A","Annual","2011","2011",418,,
"LF_3","Unemployed (no. )","SA3","Statistical Area Level 3","40502","Lower North","A","Annual","2016","2016",512,,
"LF_4","Unemployment rate (%)","SA3","Statistical Area Level 3","40502","Lower North","A","Annual","2011","2011",4.1,,
"LF_4","Unemployment rate (%)","SA3","Statistical Area Level 3","40502","Lower North","A","Annual","2016","2016",5.1,,
"LF_5","Participation rate (%)","SA3","Statistical Area Level 3","40502","Lower North","A","Annual","2011","2011",57.1,,
"LF_5","Participation rate (%)","SA3","Statistical Area Level 3","40502","Lower North","A","Annual","2016","2016",54.4,,
"LF_2","Labour Force (no. )","SA3","Statistical Area Level 3","40503","Mid North","A","Annual","2011","2011",11647,,
"LF_2","Labour Force (no. )","SA3","Statistical Area Level 3","40503","Mid North","A","Annual","2016","2016",11676,,
"LF_3","Unemployed (no. )","SA3","Statistical Area Level 3","40503","Mid North","A","Annual","2011","2011",731,,
"LF_3","Unemployed (no. )","SA3","Statistical Area Level 3","40503","Mid North","A","Annual","2016","2016",1053,,
"LF_4","Unemployment rate (%)","SA3","Statistical Area Level 3","40503","Mid North","A","Annual","2011","2011",6.3,,
"LF_4","Unemployment rate (%)","SA3","Statistical Area Level 3","40503","Mid North","A","Annual","2016","2016",9,,
"LF_5","Participation rate (%)","SA3","Statistical Area Level 3","40503","Mid North","A","Annual","2011","2011",52.8,,
"LF_5","Participation rate (%)","SA3","Statistical Area Level 3","40503","Mid North","A","Annual","2016","2016",51.7,,
"LF_2","Labour Force (no. )","SA3","Statistical Area Level 3","40504","Yorke Peninsula","A","Annual","2011","2011",9601,,
"LF_2","Labour Force (no. )","SA3","Statistical Area Level 3","40504","Yorke Peninsula","A","Annual","2016","2016",9748,,
"LF_3","Unemployed (no. )","SA3","Statistical Area Level 3","40504","Yorke Peninsula","A","Annual","2011","2011",551,,
"LF_3","Unemployed (no. )","SA3","Statistical Area Level 3","40504","Yorke Peninsula","A","Annual","2016","2016",725,,
"LF_4","Unemployment rate (%)","SA3","Statistical Area Level 3","40504","Yorke Peninsula","A","Annual","2011","2011",5.7,,
"LF_4","Unemployment rate (%)","SA3","Statistical Area Level 3","40504","Yorke Peninsula","A","Annual","2016","2016",7.4,,
"LF_5","Participation rate (%)","SA3","Statistical Area Level 3","40504","Yorke Peninsula","A","Annual","2011","2011",47.8,,
"LF_5","Participation rate (%)","SA3","Statistical Area Level 3","40504","Yorke Peninsula","A","Annual","2016","2016",45.4,,
"LF_2","Labour Force (no. )","SA3","Statistical Area Level 3","40601","Eyre Peninsula and South West","A","Annual","2011","2011",26865,,
"LF_2","Labour Force (no. )","SA3","Statistical Area Level 3","40601","Eyre Peninsula and South West","A","Annual","2016","2016",25859,,
"LF_3","Unemployed (no. )","SA3","Statistical Area Level 3","40601","Eyre Peninsula and South West","A","Annual","2011","2011",1557,,
"LF_3","Unemployed (no. )","SA3","Statistical Area Level 3","40601","Eyre Peninsula and South West","A","Annual","2016","2016",1985,,
"LF_4","Unemployment rate (%)","SA3","Statistical Area Level 3","40601","Eyre Peninsula and South West","A","Annual","2011","2011",5.8,,
"LF_4","Unemployment rate (%)","SA3","Statistical Area Level 3","40601","Eyre Peninsula and South West","A","Annual","2016","2016",7.7,,
"LF_5","Participation rate (%)","SA3","Statistical Area Level 3","40601","Eyre Peninsula and South West","A","Annual","2011","2011",59.8,,
"LF_5","Participation rate (%)","SA3","Statistical Area Level 3","40601","Eyre Peninsula and South West","A","Annual","2016","2016",56.7,,
"LF_2","Labour Force (no. )","SA3","Statistical Area Level 3","40602","Outback - North and East","A","Annual","2011","2011",13405,,
"LF_2","Labour Force (no. )","SA3","Statistical Area Level 3","40602","Outback - North and East","A","Annual","2016","2016",11789,,
"LF_3","Unemployed (no. )","SA3","Statistical Area Level 3","40602","Outback - North and East","A","Annual","2011","2011",681,,
"LF_3","Unemployed (no. )","SA3","Statistical Area Level 3","40602","Outback - North and East","A","Annual","2016","2016",1010,,
"LF_4","Unemployment rate (%)","SA3","Statistical Area Level 3","40602","Outback - North and East","A","Annual","2011","2011",5.1,,
"LF_4","Unemployment rate (%)","SA3","Statistical Area Level 3","40602","Outback - North and East","A","Annual","2016","2016",8.6,,
"LF_5","Participation rate (%)","SA3","Statistical Area Level 3","40602","Outback - North and East","A","Annual","2011","2011",59.8,,
"LF_5","Participation rate (%)","SA3","Statistical Area Level 3","40602","Outback - North and East","A","Annual","2016","2016",55.8,,
"LF_2","Labour Force (no. )","SA3","Statistical Area Level 3","40701","Fleurieu - Kangaroo Island","A","Annual","2011","2011",19743,,
"LF_2","Labour Force (no. )","SA3","Statistical Area Level 3","40701","Fleurieu - Kangaroo Island","A","Annual","2016","2016",20109,,
"LF_3","Unemployed (no. )","SA3","Statistical Area Level 3","40701","Fleurieu - Kangaroo Island","A","Annual","2011","2011",1152,,
"LF_3","Unemployed (no. )","SA3","Statistical Area Level 3","40701","Fleurieu - Kangaroo Island","A","Annual","2016","2016",1235,,
"LF_4","Unemployment rate (%)","SA3","Statistical Area Level 3","40701","Fleurieu - Kangaroo Island","A","Annual","2011","2011",5.8,,
"LF_4","Unemployment rate (%)","SA3","Statistical Area Level 3","40701","Fleurieu - Kangaroo Island","A","Annual","2016","2016",6.1,,
"LF_5","Participation rate (%)","SA3","Statistical Area Level 3","40701","Fleurieu - Kangaroo Island","A","Annual","2011","2011",50.5,,
"LF_5","Participation rate (%)","SA3","Statistical Area Level 3","40701","Fleurieu - Kangaroo Island","A","Annual","2016","2016",46.8,,
"LF_2","Labour Force (no. )","SA3","Statistical Area Level 3","40702","Limestone Coast","A","Annual","2011","2011",31866,,
"LF_2","Labour Force (no. )","SA3","Statistical Area Level 3","40702","Limestone Coast","A","Annual","2016","2016",31553,,
"LF_3","Unemployed (no. )","SA3","Statistical Area Level 3","40702","Limestone Coast","A","Annual","2011","2011",1684,,
"LF_3","Unemployed (no. )","SA3","Statistical Area Level 3","40702","Limestone Coast","A","Annual","2016","2016",1644,,
"LF_4","Unemployment rate (%)","SA3","Statistical Area Level 3","40702","Limestone Coast","A","Annual","2011","2011",5.3,,
"LF_4","Unemployment rate (%)","SA3","Statistical Area Level 3","40702","Limestone Coast","A","Annual","2016","2016",5.2,,
"LF_5","Participation rate (%)","SA3","Statistical Area Level 3","40702","Limestone Coast","A","Annual","2011","2011",63.4,,
"LF_5","Participation rate (%)","SA3","Statistical Area Level 3","40702","Limestone Coast","A","Annual","2016","2016",60.1,,
"LF_2","Labour Force (no. )","SA3","Statistical Area Level 3","40703","Murray and Mallee","A","Annual","2011","2011",30715,,
"LF_2","Labour Force (no. )","SA3","Statistical Area Level 3","40703","Murray and Mallee","A","Annual","2016","2016",30981,,
"LF_3","Unemployed (no. )","SA3","Statistical Area Level 3","40703","Murray and Mallee","A","Annual","2011","2011",1880,,
"LF_3","Unemployed (no. )","SA3","Statistical Area Level 3","40703","Murray and Mallee","A","Annual","2016","2016",2095,,
"LF_4","Unemployment rate (%)","SA3","Statistical Area Level 3","40703","Murray and Mallee","A","Annual","2011","2011",6.1,,
"LF_4","Unemployment rate (%)","SA3","Statistical Area Level 3","40703","Murray and Mallee","A","Annual","2016","2016",6.8,,
"LF_5","Participation rate (%)","SA3","Statistical Area Level 3","40703","Murray and Mallee","A","Annual","2011","2011",55.8,,
"LF_5","Participation rate (%)","SA3","Statistical Area Level 3","40703","Murray and Mallee","A","Annual","2016","2016",53.7,,
"LF_2","Labour Force (no. )","SA3","Statistical Area Level 3","50201","Mandurah","A","Annual","2011","2011",35666,,
"LF_2","Labour Force (no. )","SA3","Statistical Area Level 3","50201","Mandurah","A","Annual","2016","2016",41564,,
"LF_3","Unemployed (no. )","SA3","Statistical Area Level 3","50201","Mandurah","A","Annual","2011","2011",2465,,
"LF_3","Unemployed (no. )","SA3","Statistical Area Level 3","50201","Mandurah","A","Annual","2016","2016",4440,,
"LF_4","Unemployment rate (%)","SA3","Statistical Area Level 3","50201","Mandurah","A","Annual","2011","2011",6.9,,
"LF_4","Unemployment rate (%)","SA3","Statistical Area Level 3","50201","Mandurah","A","Annual","2016","2016",10.7,,
"LF_5","Participation rate (%)","SA3","Statistical Area Level 3","50201","Mandurah","A","Annual","2011","2011",52.8,,
"LF_5","Participation rate (%)","SA3","Statistical Area Level 3","50201","Mandurah","A","Annual","2016","2016",52.5,,
"LF_2","Labour Force (no. )","SA3","Statistical Area Level 3","50301","Cottesloe - Claremont","A","Annual","2011","2011",31334,,
"LF_2","Labour Force (no. )","SA3","Statistical Area Level 3","50301","Cottesloe - Claremont","A","Annual","2016","2016",32680,,
"LF_3","Unemployed (no. )","SA3","Statistical Area Level 3","50301","Cottesloe - Claremont","A","Annual","2011","2011",1254,,
"LF_3","Unemployed (no. )","SA3","Statistical Area Level 3","50301","Cottesloe - Claremont","A","Annual","2016","2016",2055,,
"LF_4","Unemployment rate (%)","SA3","Statistical Area Level 3","50301","Cottesloe - Claremont","A","Annual","2011","2011",4,,
"LF_4","Unemployment rate (%)","SA3","Statistical Area Level 3","50301","Cottesloe - Claremont","A","Annual","2016","2016",6.3,,
"LF_5","Participation rate (%)","SA3","Statistical Area Level 3","50301","Cottesloe - Claremont","A","Annual","2011","2011",59.8,,
"LF_5","Participation rate (%)","SA3","Statistical Area Level 3","50301","Cottesloe - Claremont","A","Annual","2016","2016",59.1,,
"LF_2","Labour Force (no. )","SA3","Statistical Area Level 3","50302","Perth City","A","Annual","2011","2011",53837,,
"LF_2","Labour Force (no. )","SA3","Statistical Area Level 3","50302","Perth City","A","Annual","2016","2016",58328,,
"LF_3","Unemployed (no. )","SA3","Statistical Area Level 3","50302","Perth City","A","Annual","2011","2011",2194,,
"LF_3","Unemployed (no. )","SA3","Statistical Area Level 3","50302","Perth City","A","Annual","2016","2016",3926,,
"LF_4","Unemployment rate (%)","SA3","Statistical Area Level 3","50302","Perth City","A","Annual","2011","2011",4.1,,
"LF_4","Unemployment rate (%)","SA3","Statistical Area Level 3","50302","Perth City","A","Annual","2016","2016",6.7,,
"LF_5","Participation rate (%)","SA3","Statistical Area Level 3","50302","Perth City","A","Annual","2011","2011",67.2,,
"LF_5","Participation rate (%)","SA3","Statistical Area Level 3","50302","Perth City","A","Annual","2016","2016",66.3,,
"LF_2","Labour Force (no. )","SA3","Statistical Area Level 3","50401","Bayswater - Bassendean","A","Annual","2011","2011",41214,,
"LF_2","Labour Force (no. )","SA3","Statistical Area Level 3","50401","Bayswater - Bassendean","A","Annual","2016","2016",43275,,
"LF_3","Unemployed (no. )","SA3","Statistical Area Level 3","50401","Bayswater - Bassendean","A","Annual","2011","2011",1898,,
"LF_3","Unemployed (no. )","SA3","Statistical Area Level 3","50401","Bayswater - Bassendean","A","Annual","2016","2016",3373,,
"LF_4","Unemployment rate (%)","SA3","Statistical Area Level 3","50401","Bayswater - Bassendean","A","Annual","2011","2011",4.6,,
"LF_4","Unemployment rate (%)","SA3","Statistical Area Level 3","50401","Bayswater - Bassendean","A","Annual","2016","2016",7.8,,
"LF_5","Participation rate (%)","SA3","Statistical Area Level 3","50401","Bayswater - Bassendean","A","Annual","2011","2011",64.5,,
"LF_5","Participation rate (%)","SA3","Statistical Area Level 3","50401","Bayswater - Bassendean","A","Annual","2016","2016",64.2,,
"LF_2","Labour Force (no. )","SA3","Statistical Area Level 3","50402","Mundaring","A","Annual","2011","2011",20245,,
"LF_2","Labour Force (no. )","SA3","Statistical Area Level 3","50402","Mundaring","A","Annual","2016","2016",20440,,
"LF_3","Unemployed (no. )","SA3","Statistical Area Level 3","50402","Mundaring","A","Annual","2011","2011",850,,
"LF_3","Unemployed (no. )","SA3","Statistical Area Level 3","50402","Mundaring","A","Annual","2016","2016",1495,,
"LF_4","Unemployment rate (%)","SA3","Statistical Area Level 3","50402","Mundaring","A","Annual","2011","2011",4.2,,
"LF_4","Unemployment rate (%)","SA3","Statistical Area Level 3","50402","Mundaring","A","Annual","2016","2016",7.3,,
"LF_5","Participation rate (%)","SA3","Statistical Area Level 3","50402","Mundaring","A","Annual","2011","2011",61.9,,
"LF_5","Participation rate (%)","SA3","Statistical Area Level 3","50402","Mundaring","A","Annual","2016","2016",59,,
"LF_2","Labour Force (no. )","SA3","Statistical Area Level 3","50403","Swan","A","Annual","2011","2011",53438,,
"LF_2","Labour Force (no. )","SA3","Statistical Area Level 3","50403","Swan","A","Annual","2016","2016",66625,,
"LF_3","Unemployed (no. )","SA3","Statistical Area Level 3","50403","Swan","A","Annual","2011","2011",2538,,
"LF_3","Unemployed (no. )","SA3","Statistical Area Level 3","50403","Swan","A","Annual","2016","2016",5485,,
"LF_4","Unemployment rate (%)","SA3","Statistical Area Level 3","50403","Swan","A","Annual","2011","2011",4.7,,
"LF_4","Unemployment rate (%)","SA3","Statistical Area Level 3","50403","Swan","A","Annual","2016","2016",8.2,,
"LF_5","Participation rate (%)","SA3","Statistical Area Level 3","50403","Swan","A","Annual","2011","2011",67,,
"LF_5","Participation rate (%)","SA3","Statistical Area Level 3","50403","Swan","A","Annual","2016","2016",66.3,,
"LF_2","Labour Force (no. )","SA3","Statistical Area Level 3","50501","Joondalup","A","Annual","2011","2011",86374,,
"LF_2","Labour Force (no. )","SA3","Statistical Area Level 3","50501","Joondalup","A","Annual","2016","2016",84948,,
"LF_3","Unemployed (no. )","SA3","Statistical Area Level 3","50501","Joondalup","A","Annual","2011","2011",3338,,
"LF_3","Unemployed (no. )","SA3","Statistical Area Level 3","50501","Joondalup","A","Annual","2016","2016",5821,,
